name,category,type,district,wgs_lng,wgs_lat
四川天乐医药(晋川大药房),medical,医疗保健服务;医药保健销售店;药房,金牛区,104.059632,30.725203
四川贝尔康大药房(杏康店),medical,医疗保健服务;医药保健销售店;药房,金牛区,104.059376,30.724773
四川贝尔康大药房(琪瑞大药房),medical,医疗保健服务;医药保健销售店;药房,金牛区,104.061812,30.725271
权健中医火疗馆(中环路洞子口路段),medical,医疗保健服务;医疗保健服务场所;医疗保健服务场所,金牛区,104.059831,30.723667
晋川大药房,medical,医疗保健服务;医药保健销售店;药房,金牛区,104.059707,30.725145
康贝大药房(凌江药房),medical,医疗保健服务;医药保健销售店;药房,金牛区,104.055153,30.723561
公文诊所,medical,医疗保健服务;诊所;诊所,金牛区,104.056849,30.723271
柏年康成(中环路洞子口路段),medical,医疗保健服务;医药保健销售店;医疗保健用品,金牛区,104.05792,30.723504
中华中医金刚排毒健康人生国际联盟成都中医养生概念馆,medical,医疗保健服务;医疗保健服务场所;医疗保健服务场所,金牛区,104.061038,30.724525
昌瑞大药房,medical,医疗保健服务;医药保健销售店;药房,金牛区,104.058937,30.724097
精诚口腔(朗润路),medical,医疗保健服务;专科医院;口腔医院,金牛区,104.059935,30.728735
百信药业(为民大药房),medical,医疗保健服务;医药保健销售店;药房,金牛区,104.066413,30.72261
四川康贝大药房(水韵大药房),medical,医疗保健服务;医药保健销售店;药房,金牛区,104.065844,30.721591
金牛佩芹牙科诊所,medical,医疗保健服务;专科医院;口腔医院,金牛区,104.0658,30.722215
林业诊所,medical,医疗保健服务;诊所;诊所,金牛区,104.066415,30.722687
金牛区善司康药房,medical,医疗保健服务;医药保健销售店;药房,金牛区,104.073137,30.720663
润灵大药房(王贾西街),medical,医疗保健服务;医药保健销售店;药房,金牛区,104.063794,30.722643
水韵大药房,medical,医疗保健服务;医药保健销售店;药房,金牛区,104.065709,30.721551
水韵大药房,medical,医疗保健服务;医药保健销售店;药房,金牛区,104.064975,30.721788
水韵大药房,medical,医疗保健服务;医药保健销售店;药房,金牛区,104.065882,30.721658
仁和诊所(王贾路店),medical,医疗保健服务;诊所;诊所,金牛区,104.06574,30.721262
百姓药业,medical,医疗保健服务;医药保健销售店;药房,金牛区,104.066197,30.722853
四川康贝大药房(智田药店),medical,医疗保健服务;医药保健销售店;药房,金牛区,104.066451,30.72294
益生美健身器材,medical,医疗保健服务;医药保健销售店;医疗保健用品,金牛区,104.066462,30.723908
四川贝尔康大药房(君康华大药房),medical,医疗保健服务;医药保健销售店;药房,金牛区,104.065769,30.721591
四川康贝大药房(王贾路),medical,医疗保健服务;医药保健销售店;药房,金牛区,104.068368,30.728687
金牛区双凤诊所,medical,医疗保健服务;诊所;诊所,金牛区,104.077352,30.719954
源济棠诊所,medical,医疗保健服务;诊所;诊所,金牛区,104.075668,30.722489
顺和堂诊所,medical,医疗保健服务;诊所;诊所,金牛区,104.078207,30.722236
李医生诊所(韦家碾三路),medical,医疗保健服务;诊所;诊所,金牛区,104.07562,30.720454
九华药品零售(仁宏堂药房),medical,医疗保健服务;医药保健销售店;药房,金牛区,104.076177,30.722439
海杏大药房(绿地世纪城店),medical,医疗保健服务;医药保健销售店;药房,金牛区,104.076977,30.722358
金牛区仁宏堂药房,medical,医疗保健服务;医药保健销售店;药房,金牛区,104.076202,30.722698
九五八七九部队机关医院,medical,医疗保健服务;综合医院;综合医院,金牛区,104.098616,30.729009
成华兴诚康诊所,medical,医疗保健服务;诊所;诊所,成华区,104.100871,30.719797
天桥诊所,medical,医疗保健服务;诊所;诊所,成华区,104.100553,30.728933
天乐医药(桐林药房),medical,医疗保健服务;医药保健销售店;药房,成华区,104.112601,30.727613
桐林药房,medical,医疗保健服务;医药保健销售店;药房,成华区,104.112599,30.727611
本草堂药品(泰福店),medical,医疗保健服务;医药保健销售店;药房,成华区,104.120931,30.723432
成华区泓川诊所,medical,医疗保健服务;诊所;诊所,成华区,104.120737,30.723882
成华区日日升药房,medical,医疗保健服务;医药保健销售店;药房,成华区,104.123297,30.725403
天乐药房(龙台店),medical,医疗保健服务;医药保健销售店;药房,成华区,104.119315,30.721818
四川九华药品零售有限公司(熊猫大道),medical,医疗保健服务;医药保健销售店;药房,成华区,104.123469,30.725218
普济诊所(东林二路),medical,医疗保健服务;诊所;诊所,成华区,104.129714,30.72225
成华方正新鸿南路诊所,medical,医疗保健服务;诊所;诊所,成华区,104.124708,30.726277
成华区阳安堂诊所,medical,医疗保健服务;诊所;诊所,成华区,104.123684,30.725337
