name,category,type,district,wgs_lng,wgs_lat,weight
百乐门,sports,体育休闲服务;体育休闲服务场所;体育休闲服务场所,成华区,104.109321,30.724794,1
喜梦宝,sports,体育休闲服务;休闲场所;游乐场,成华区,104.108086,30.72196,1
巴克庄园,sports,体育休闲服务;体育休闲服务场所;体育休闲服务场所,成华区,104.106296,30.722425,1
卡佩王朝,sports,体育休闲服务;体育休闲服务场所;体育休闲服务场所,成华区,104.108075,30.722895,1
白莲三队疗养院,sports,体育休闲服务;度假疗养场所;疗养院,成华区,104.111161,30.727024,1
鑫达俱乐部,sports,体育休闲服务;体育休闲服务场所;体育休闲服务场所,成华区,104.123333,30.724444,2
银鸽湾生态休闲庄,sports,体育休闲服务;休闲场所;休闲场所,成华区,104.126246,30.725452,1
一里轩,sports,体育休闲服务;休闲场所;休闲场所,成华区,104.133187,30.727013,1
丽景茗苑,sports,体育休闲服务;休闲场所;休闲场所,成华区,104.13183,30.726896,1
两河水郡,sports,体育休闲服务;度假疗养场所;度假村,成华区,104.131929,30.721264,1
沁园村美食山庄,sports,体育休闲服务;休闲场所;休闲场所,成华区,104.131084,30.725323,1
东和苑,sports,体育休闲服务;休闲场所;休闲场所,成华区,104.162845,30.722318,1
熊猫体育公园-小球综合馆,sports,体育休闲服务;运动场馆;运动场所,成华区,104.169176,30.723585,1
艾畅KTV,sports,体育休闲服务;娱乐场所;KTV,成华区,104.165438,30.719452,2
桂花林休闲庄,sports,体育休闲服务;休闲场所;休闲场所,成华区,104.175412,30.722779,1
黄泥巴生态园,sports,体育休闲服务;休闲场所;采摘园,成华区,104.180336,30.72009,1
小河流水休闲庄,sports,体育休闲服务;休闲场所;休闲场所,金牛区,103.965048,30.716218,1
棕榈高尔夫练习场,sports,体育休闲服务;高尔夫相关;高尔夫练习场,金牛区,103.973091,30.719346,2
惠民网大院,sports,体育休闲服务;体育休闲服务场所;体育休闲服务场所,金牛区,103.964487,30.718549,1
静点明苑休闲,sports,体育休闲服务;体育休闲服务场所;体育休闲服务场所,金牛区,103.976818,30.71052,2
博越足球俱乐部,sports,体育休闲服务;运动场馆;足球场,金牛区,103.981569,30.711596,1
网居网吧,sports,体育休闲服务;娱乐场所;网吧,金牛区,103.979823,30.710219,1
梦之翼音乐啤酒创意体验馆,sports,体育休闲服务;娱乐场所;酒吧,金牛区,103.978657,30.709643,1
龙湖·源著(两河西三路),sports,商务住宅;住宅区;住宅小区|体育休闲服务;休闲场所;休闲场所,金牛区,103.977925,30.716101,1
兄弟联盟网吧(两河西三路),sports,体育休闲服务;娱乐场所;网吧,金牛区,103.978757,30.718006,1
舍得会馆,sports,体育休闲服务;休闲场所;休闲场所,金牛区,103.976644,30.70918,9
西线阳光游泳池,sports,体育休闲服务;运动场馆;游泳馆,金牛区,103.992025,30.713434,1
黄金竹园山庄,sports,体育休闲服务;度假疗养场所;度假村,金牛区,103.990264,30.712748,2
西元网咖,sports,体育休闲服务;娱乐场所;网吧,金牛区,103.991044,30.71129,6
金科苑网吧,sports,体育休闲服务;娱乐场所;网吧,金牛区,103.986081,30.712698,1
震武拳馆(震武文化交流中心),sports,体育休闲服务;体育休闲服务场所;体育休闲服务场所,金牛区,103.988214,30.717878,1
善菩瑜伽,sports,体育休闲服务;运动场馆;健身中心,金牛区,103.989625,30.710254,2
兴隆网吧(民居路),sports,体育休闲服务;娱乐场所;网吧,金牛区,103.999383,30.713201,1
联博网吧,sports,体育休闲服务;娱乐场所;网吧,金牛区,103.997934,30.714532,2
郦湾国际酒店-健身房,sports,体育休闲服务;运动场馆;健身中心,金牛区,103.996615,30.715561,1
蓝波湾网咖,sports,体育休闲服务;娱乐场所;网吧,金牛区,104.009297,30.713229,5
成都市穆斯林土桥颐年院,sports,体育休闲服务;度假疗养场所;疗养院,金牛区,104.012497,30.717276,1
道森博格健身,sports,体育休闲服务;运动场馆;健身中心,金牛区,104.007104,30.716567,1
每时运动健身馆,sports,体育休闲服务;运动场馆;健身中心,金牛区,104.013972,30.716179,2
原野农家乐,sports,体育休闲服务;度假疗养场所;度假村,金牛区,104.017078,30.714292,2
颐乐村养老院,sports,体育休闲服务;度假疗养场所;疗养院,金牛区,104.022169,30.715046,2
娇子游泳馆,sports,体育休闲服务;运动场馆;游泳馆,金牛区,104.018357,30.718918,1
蜀西皓月游泳池,sports,体育休闲服务;运动场馆;游泳馆,金牛区,104.015769,30.712397,1
金牛山庄网球,sports,体育休闲服务;运动场馆;网球场,金牛区,104.016038,30.710277,3
娇子网球馆,sports,体育休闲服务;运动场馆;网球场,金牛区,104.019769,30.719292,1
千城网吧,sports,体育休闲服务;娱乐场所;网吧,金牛区,104.017412,30.712252,2
红酒雪茄吧(华丰路),sports,体育休闲服务;娱乐场所;酒吧,金牛区,104.027266,30.71754,1
世纪台球,sports,体育休闲服务;运动场馆;台球厅,金牛区,104.033327,30.714161,3
捷芙健身中心,sports,体育休闲服务;运动场馆;健身中心,金牛区,104.025536,30.716979,2
巴斯印象网咖,sports,体育休闲服务;娱乐场所;网吧,金牛区,104.043187,30.716919,2
本纪网络,sports,体育休闲服务;娱乐场所;网吧,金牛区,104.035338,30.712108,1
龙珠道馆,sports,体育休闲服务;运动场馆;运动场所,金牛区,104.043225,30.70956,3
超越星网吧(长庆路),sports,体育休闲服务;娱乐场所;网吧,金牛区,104.036934,30.709794,1
佰川通网络,sports,体育休闲服务;体育休闲服务场所;体育休闲服务场所,金牛区,104.038488,30.71571,2
棋牌机麻,sports,体育休闲服务;体育休闲服务场所;体育休闲服务场所,金牛区,104.034585,30.713212,2
成都西蒙酒吧,sports,体育休闲服务;娱乐场所;酒吧,金牛区,104.037154,30.715643,1
响动·金韵酒店运动馆,sports,体育休闲服务;运动场馆;健身中心,金牛区,104.039328,30.716761,1
臻尚网咖,sports,体育休闲服务;娱乐场所;网吧,金牛区,104.042754,30.715607,1
传统古典瑜伽工作室,sports,体育休闲服务;运动场馆;健身中心,金牛区,104.040454,30.710559,1
皇家1号,sports,体育休闲服务;体育休闲服务场所;体育休闲服务场所,金牛区,104.038533,30.714247,1
潮流网吧,sports,体育休闲服务;体育休闲服务场所;体育休闲服务场所,金牛区,104.038052,30.709838,1
长久社区老年活动中心,sports,体育休闲服务;休闲场所;休闲场所,金牛区,104.040336,30.714344,1
长青路老年活动中心,sports,体育休闲服务;休闲场所;休闲场所,金牛区,104.041439,30.712676,1
兰韵网络会所,sports,体育休闲服务;娱乐场所;网吧,金牛区,104.039052,30.712407,1
兴茂,sports,体育休闲服务;娱乐场所;棋牌室,金牛区,104.039282,30.711234,2
渔乐吧,sports,体育休闲服务;娱乐场所;酒吧,金牛区,104.046505,30.710209,3
荆科网吧,sports,体育休闲服务;娱乐场所;网吧,金牛区,104.045137,30.713485,2
智乐游乐园,sports,体育休闲服务;休闲场所;游乐场,金牛区,104.04558,30.718536,2
创客小酒馆,sports,体育休闲服务;娱乐场所;酒吧,金牛区,104.050591,30.710374,1
天合网吧(星科北街),sports,体育休闲服务;娱乐场所;网吧,金牛区,104.048596,30.710879,2
天爱网吧(星月西街),sports,体育休闲服务;娱乐场所;网吧,金牛区,104.046124,30.71131,1
成都醉美自驾游俱乐部,sports,体育休闲服务;体育休闲服务场所;体育休闲服务场所,金牛区,104.044221,30.719198,1
亮缘会所,sports,体育休闲服务;娱乐场所;棋牌室,金牛区,104.04446,30.718054,1
本色,sports,体育休闲服务;娱乐场所;酒吧,金牛区,104.064423,30.713325,25
鑫宏泽网吧,sports,体育休闲服务;娱乐场所;网吧,金牛区,104.06254,30.714863,3
琅琊网吧,sports,体育休闲服务;娱乐场所;网吧,金牛区,104.060208,30.715451,1
漫蜗牛网咖(蓉北商贸大道一段),sports,体育休闲服务;娱乐场所;网吧,金牛区,104.060868,30.712049,1
爱网族网吧(花径路),sports,体育休闲服务;娱乐场所;网吧,成华区,104.069881,30.713649,1
风吟网吧,sports,体育休闲服务;娱乐场所;网吧,金牛区,104.066992,30.712808,2
超豪骏眉网咖,sports,体育休闲服务;娱乐场所;网吧,金牛区,104.067375,30.714084,1
星空情谊网吧,sports,体育休闲服务;娱乐场所;网吧,金牛区,104.065434,30.709311,3
北港老年和谐中心,sports,体育休闲服务;娱乐场所;棋牌室,金牛区,104.067264,30.710178,2
凤康网咖,sports,体育休闲服务;娱乐场所;网吧,金牛区,104.074139,30.718989,1
康城网络会所,sports,体育休闲服务;娱乐场所;网吧,金牛区,104.077406,30.718058,1
富港休闲会所,sports,体育休闲服务;体育休闲服务场所;体育休闲服务场所,成华区,104.089092,30.713489,3
深海湾休闲庄,sports,体育休闲服务;休闲场所;休闲场所,成华区,104.084567,30.712849,1
上尚网咖,sports,体育休闲服务;娱乐场所;网吧,成华区,104.091929,30.713963,1
竞技谷网络会所,sports,体育休闲服务;娱乐场所;网吧,成华区,104.091861,30.714895,1
索派1号足球场,sports,体育休闲服务;运动场馆;足球场,成华区,104.092871,30.71067,4
金竹网吧,sports,体育休闲服务;娱乐场所;网吧,成华区,104.093208,30.716101,1
炫酷网吧,sports,体育休闲服务;娱乐场所;网吧,成华区,104.089046,30.714499,1
影流网咖,sports,体育休闲服务;娱乐场所;网吧,成华区,104.101387,30.716005,7
星空英腾网吧,sports,体育休闲服务;娱乐场所;网吧,成华区,104.095962,30.718709,3
东海酒馆,sports,体育休闲服务;娱乐场所;酒吧,成华区,104.100968,30.718937,1
星爱空尚网吧,sports,体育休闲服务;娱乐场所;网吧,成华区,104.102557,30.718382,1
咕噜酒吧,sports,体育休闲服务;娱乐场所;酒吧,成华区,104.096189,30.708739,10
成铁疗养院,sports,体育休闲服务;度假疗养场所;疗养院,成华区,104.098516,30.7165,1
凯曼网咖(昭觉寺南路),sports,体育休闲服务;娱乐场所;网吧,成华区,104.097826,30.71206,1
圣菲游泳馆,sports,体育休闲服务;运动场馆;游泳馆,成华区,104.094407,30.711679,1
模拟时光网吧,sports,体育休闲服务;娱乐场所;网吧,成华区,104.095173,30.713122,1
大摆锤,sports,体育休闲服务;体育休闲服务场所;体育休闲服务场所,成华区,104.101945,30.71415,1
成华区双水寿星颐养托老中心,sports,体育休闲服务;度假疗养场所;疗养院,成华区,104.098923,30.717524,1
天邑瑜伽,sports,体育休闲服务;运动场馆;健身中心,成华区,104.093979,30.709781,1
心怡棋牌,sports,体育休闲服务;娱乐场所;棋牌室,成华区,104.097272,30.716284,1
好声音(东紫路),sports,体育休闲服务;娱乐场所;KTV,成华区,104.107522,30.716329,2
东林网咖,sports,体育休闲服务;娱乐场所;网吧,成华区,104.10907,30.712824,2
豪华碰碰车,sports,体育休闲服务;休闲场所;游乐场,成华区,104.104076,30.713512,2
翠林网咖,sports,体育休闲服务;娱乐场所;网吧,成华区,104.106629,30.714414,3
梦幻时代网吧,sports,体育休闲服务;娱乐场所;网吧,成华区,104.113327,30.719047,1
影影网吧,sports,体育休闲服务;娱乐场所;网吧,成华区,104.112747,30.714875,1
漞渡瑜伽会所,sports,体育休闲服务;运动场馆;健身中心,成华区,104.111494,30.717735,1
尚东网咖,sports,体育休闲服务;娱乐场所;网吧,成华区,104.103824,30.716021,1
华宇网吧(荆翠东路),sports,体育休闲服务;娱乐场所;网吧,成华区,104.113717,30.717295,1
北湖鑫园休闲会所,sports,体育休闲服务;度假疗养场所;度假村,成华区,104.140308,30.7166,2
钓鱼台休闲庄(蜀龙路),sports,体育休闲服务;休闲场所;垂钓园,成华区,104.144986,30.714805,1
青荷堂休闲庄,sports,体育休闲服务;休闲场所;休闲场所,成华区,104.171038,30.71885,1
同乐广场,sports,体育休闲服务;休闲场所;休闲场所,成华区,104.166654,30.712326,2
成华区同乐敬老院,sports,体育休闲服务;度假疗养场所;疗养院,成华区,104.165342,30.718101,2
黄田坝街道办事处社区服务中心老年活动中心,sports,体育休闲服务;休闲场所;休闲场所,青羊区,103.969617,30.70016,1
金龙乐园,sports,体育休闲服务;体育休闲服务场所;体育休闲服务场所,金牛区,103.972428,30.703515,1
金泉街道全民健身指导服务中心,sports,体育休闲服务;运动场馆;健身中心,金牛区,103.976613,30.705672,1
轩轩网吧(淳风路),sports,体育休闲服务;娱乐场所;网吧,金牛区,103.979559,30.705783,1
金泉街道长庚日间照护中心,sports,体育休闲服务;度假疗养场所;疗养院,金牛区,103.980798,30.708747,1
淳风桥社区老年活动中心,sports,体育休闲服务;休闲场所;休闲场所,金牛区,103.98081,30.707325,3
嘉语网络会所,sports,体育休闲服务;娱乐场所;网吧,金牛区,103.977835,30.704607,1
靖水山庄,sports,体育休闲服务;度假疗养场所;度假村,金牛区,103.983918,30.70229,1
成都市金牛足球公园,sports,体育休闲服务;运动场馆;足球场,金牛区,103.986564,30.708856,2
黑麦网咖,sports,体育休闲服务;娱乐场所;网吧,金牛区,103.989332,30.708853,1
玛咖名人,sports,体育休闲服务;体育休闲服务场所;体育休闲服务场所,金牛区,103.992873,30.708278,3
音悦汇时尚纯K,sports,体育休闲服务;娱乐场所;KTV,金牛区,103.997211,30.709526,1
羊犀足球场,sports,体育休闲服务;运动场馆;足球场,金牛区,103.996188,30.706254,2
印记网吧,sports,体育休闲服务;娱乐场所;网吧,金牛区,103.999541,30.704963,2
阿尔巴斯网咖,sports,体育休闲服务;体育休闲服务场所;体育休闲服务场所,金牛区,103.995214,30.707497,1
半城网咖,sports,体育休闲服务;娱乐场所;网吧,金牛区,103.996927,30.708425,1
润心然会所,sports,体育休闲服务;娱乐场所;棋牌室,青羊区,104.002539,30.699818,1
翡翠海湾游泳池,sports,体育休闲服务;运动场馆;游泳馆,金牛区,104.003763,30.706548,2
楚天佳和休闲会所,sports,体育休闲服务;娱乐场所;棋牌室,金牛区,104.011326,30.709084,1
鱼人网吧,sports,体育休闲服务;娱乐场所;网吧,金牛区,104.007332,30.700395,6
养老、托老,sports,体育休闲服务;体育休闲服务场所;体育休闲服务场所,金牛区,104.01315,30.700225,4
81号台球,sports,体育休闲服务;运动场馆;台球厅,金牛区,104.004331,30.708838,3
迈瑞西岸游泳馆,sports,体育休闲服务;运动场馆;游泳馆,金牛区,104.008026,30.709123,3
云朋网吧,sports,体育休闲服务;娱乐场所;网吧,金牛区,104.005891,30.708928,1
金沙厅,sports,体育休闲服务;体育休闲服务场所;体育休闲服务场所,金牛区,104.008798,30.705354,1
串串·啤酒超市,sports,体育休闲服务;娱乐场所;酒吧,青羊区,104.006233,30.701748,1
小区活动室,sports,体育休闲服务;休闲场所;休闲场所,金牛区,104.007283,30.704227,1
千和棋牌,sports,体育休闲服务;娱乐场所;棋牌室,金牛区,104.009899,30.700717,1
酸葡萄网吧,sports,体育休闲服务;娱乐场所;网吧,金牛区,104.021746,30.703684,2
红程网吧,sports,体育休闲服务;娱乐场所;网吧,金牛区,104.014972,30.700732,1
助老之家,sports,体育休闲服务;体育休闲服务场所;体育休闲服务场所,金牛区,104.022878,30.701165,1
会友麻将室,sports,体育休闲服务;娱乐场所;棋牌室,金牛区,104.017244,30.699896,1
安蓉KTV商务会所,sports,体育休闲服务;娱乐场所;KTV,金牛区,104.02409,30.700341,1
互动时空网吧,sports,体育休闲服务;娱乐场所;网吧,金牛区,104.032519,30.707558,1
摩尔斯网吧,sports,体育休闲服务;娱乐场所;网吧,金牛区,104.026331,30.700585,1
极速印象网咖,sports,体育休闲服务;娱乐场所;网吧,金牛区,104.033453,30.70937,1
SOS儿童村六号家庭,sports,体育休闲服务;体育休闲服务场所;体育休闲服务场所,金牛区,104.032872,30.702132,1
亚世网吧,sports,体育休闲服务;娱乐场所;网吧,金牛区,104.041841,30.705912,21
飘雪酒吧,sports,体育休闲服务;娱乐场所;酒吧,金牛区,104.043608,30.702006,7
挑战者网吧(交大路),sports,体育休闲服务;娱乐场所;网吧,金牛区,104.03863,30.70895,1
易扬纯K,sports,体育休闲服务;娱乐场所;KTV,金牛区,104.043303,30.707589,3
恰恰屋音乐吧,sports,体育休闲服务;娱乐场所;KTV,金牛区,104.041689,30.700782,1
七彩堂网咖,sports,体育休闲服务;娱乐场所;网吧,金牛区,104.040398,30.702113,2
嘉禾网络会所,sports,体育休闲服务;娱乐场所;网吧,金牛区,104.037314,30.700118,1
低调网咖,sports,体育休闲服务;娱乐场所;网吧,金牛区,104.036434,30.704816,2
谊享居,sports,体育休闲服务;娱乐场所;棋牌室,金牛区,104.034613,30.708729,2
快耍慢活主题网咖,sports,体育休闲服务;娱乐场所;网吧,金牛区,104.03735,30.702387,4
运动派印禅瑜伽,sports,体育休闲服务;运动场馆;健身中心,金牛区,104.039583,30.703567,1
3104桌游吧,sports,体育休闲服务;休闲场所;休闲场所,金牛区,104.038712,30.704228,2
伽怡瑜伽,sports,体育休闲服务;运动场馆;健身中心,金牛区,104.03547,30.69929,2
左右逢缘,sports,体育休闲服务;娱乐场所;棋牌室,金牛区,104.035226,30.704201,5
二姐娱乐室,sports,体育休闲服务;娱乐场所;棋牌室,金牛区,104.035812,30.708646,1
西门町酒吧,sports,体育休闲服务;娱乐场所;酒吧,金牛区,104.044981,30.700128,4
西南交通大学九里校区网球场,sports,体育休闲服务;运动场馆;网球场,金牛区,104.052005,30.701743,3
壹酒吧,sports,体育休闲服务;娱乐场所;酒吧,金牛区,104.052857,30.707104,8
伊甸园网吧(群星路),sports,体育休闲服务;娱乐场所;网吧,金牛区,104.048612,30.704114,1
网友居电竞馆,sports,体育休闲服务;娱乐场所;网吧,金牛区,104.045576,30.705219,1
机麻馆,sports,体育休闲服务;体育休闲服务场所;体育休闲服务场所,金牛区,104.045568,30.704007,1
语过添情网吧(群星路),sports,体育休闲服务;娱乐场所;网吧,金牛区,104.051628,30.705882,1
杨华网吧(群星路),sports,体育休闲服务;娱乐场所;网吧,金牛区,104.04956,30.704658,1
圣珈瑜伽健身会所(星辰东一街店),sports,体育休闲服务;运动场馆;健身中心,金牛区,104.044295,30.70842,1
交大·爱奇体育俱乐部,sports,体育休闲服务;运动场馆;运动场所,金牛区,104.053483,30.703115,4
西南交通大学九里校区排球场,sports,体育休闲服务;运动场馆;运动场所,金牛区,104.049254,30.70232,3
莫斯比人,sports,体育休闲服务;娱乐场所;娱乐场所,金牛区,104.054217,30.704616,5
西南交通大学九里校区工会俱乐部,sports,体育休闲服务;娱乐场所;娱乐场所|体育休闲服务;休闲场所;休闲场所,金牛区,104.050657,30.702485,1
成铁体育场,sports,体育休闲服务;运动场馆;综合体育馆,金牛区,104.061039,30.702646,7
华凌商务休闲会所,sports,体育休闲服务;休闲场所;休闲场所,金牛区,104.060765,30.706668,1
无限空间网吧,sports,体育休闲服务;娱乐场所;网吧,金牛区,104.055439,30.700622,2
殷商时代,sports,体育休闲服务;娱乐场所;网吧,金牛区,104.055181,30.702309,3
沁心网吧,sports,体育休闲服务;娱乐场所;网吧,金牛区,104.060316,30.707533,1
网际天下网吧,sports,体育休闲服务;娱乐场所;网吧,金牛区,104.060776,30.704435,1
伏那网吧,sports,体育休闲服务;娱乐场所;网吧,金牛区,104.062303,30.700957,1
风影泰拳,sports,体育休闲服务;运动场馆;运动场所,金牛区,104.063331,30.705785,1
四友老年活动室,sports,体育休闲服务;休闲场所;休闲场所,金牛区,104.062725,30.704065,1
地主庄园(休闲商业街店),sports,体育休闲服务;娱乐场所;棋牌室|体育休闲服务;休闲场所;休闲场所,成华区,104.07344,30.701477,1
五福社区综合文化活动室,sports,体育休闲服务;娱乐场所;娱乐场所,金牛区,104.066619,30.708763,2
