name,category,type,district,wgs_lng,wgs_lat,weight
爱品客,catering,餐饮服务;糕饼店;糕饼店,金牛区,104.033831,30.676274,20
保得食堂,catering,餐饮服务;中餐厅;中餐厅,青羊区,104.026966,30.671831,5
雅香园,catering,餐饮服务;中餐厅;特色/地方风味餐厅,青羊区,104.026001,30.673735,1
宜品轩,catering,餐饮服务;中餐厅;中餐厅,青羊区,104.029098,30.670684,1
两棵树茶坊,catering,餐饮服务;茶艺馆;茶艺馆,青羊区,104.028589,30.674094,1
团结包小吃店,catering,餐饮服务;中餐厅;特色/地方风味餐厅,金牛区,104.031015,30.675694,3
聚众香老火锅,catering,餐饮服务;中餐厅;火锅店,青羊区,104.033649,30.670661,5
胡记老家,catering,餐饮服务;中餐厅;火锅店,青羊区,104.031282,30.671631,1
出前,catering,餐饮服务;外国餐厅;日本料理,金牛区,104.041238,30.675775,29
盐香味,catering,餐饮服务;中餐厅;中餐厅,青羊区,104.034463,30.670348,4
独门驿烤肉,catering,餐饮服务;中餐厅;特色/地方风味餐厅,金牛区,104.039531,30.674643,3
秦香莲,catering,餐饮服务;中餐厅;特色/地方风味餐厅,金牛区,104.040289,30.673384,46
蹇菜冒,catering,餐饮服务;中餐厅;中餐厅,金牛区,104.036065,30.675479,32
梅记快餐,catering,餐饮服务;快餐厅;快餐厅,金牛区,104.042781,30.676512,8
狠牛面,catering,餐饮服务;中餐厅;中餐厅,金牛区,104.036422,30.672733,36
高记面,catering,餐饮服务;中餐厅;中餐厅,金牛区,104.039713,30.67135,25
佰味抄手,catering,餐饮服务;中餐厅;中餐厅,金牛区,104.038333,30.678214,3
莲下,catering,餐饮服务;中餐厅;中餐厅,金牛区,104.043606,30.675841,16
适居园,catering,餐饮服务;茶艺馆;茶艺馆,金牛区,104.036767,30.678333,2
冬味面,catering,餐饮服务;中餐厅;中餐厅,金牛区,104.040272,30.67774,6
客喜来,catering,餐饮服务;中餐厅;中餐厅,金牛区,104.039232,30.678379,17
怪老头甜不辣,catering,餐饮服务;快餐厅;快餐厅,金牛区,104.034464,30.678561,1
兰亭蜀韵棋牌,catering,餐饮服务;茶艺馆;茶艺馆,青羊区,104.035292,30.669645,2
蒸蒸糕,catering,餐饮服务;中餐厅;特色/地方风味餐厅,金牛区,104.043481,30.672416,10
杏林餐厅,catering,餐饮服务;中餐厅;综合酒楼,金牛区,104.038277,30.67114,3
宽面王,catering,餐饮服务;快餐厅;快餐厅,金牛区,104.042362,30.670106,29
圣洛雪,catering,餐饮服务;甜品店;甜品店,金牛区,104.038537,30.674668,4
冯姐牛杂火锅,catering,餐饮服务;中餐厅;火锅店,金牛区,104.039158,30.672416,2
秦川肥牛,catering,餐饮服务;中餐厅;火锅店,金牛区,104.038281,30.677092,4
香溢食府,catering,餐饮服务;中餐厅;中餐厅,金牛区,104.036732,30.670457,4
四季茶楼(抚琴店),catering,餐饮服务;茶艺馆;茶艺馆,金牛区,104.037722,30.6767,1
莫非咖啡(枣子巷店),catering,餐饮服务;咖啡厅;咖啡厅,金牛区,104.042934,30.67131,1
好运来蛋糕坊(青羊东二路),catering,餐饮服务;糕饼店;糕饼店,金牛区,104.041978,30.673245,1
和合茶楼(一环路西三段),catering,餐饮服务;茶艺馆;茶艺馆,金牛区,104.038235,30.673824,2
馨雅园,catering,餐饮服务;茶艺馆;茶艺馆,金牛区,104.034505,30.6748,12
优客味丰西饼屋,catering,餐饮服务;糕饼店;糕饼店,金牛区,104.037753,30.670242,2
豪阁茶府,catering,餐饮服务;茶艺馆;茶艺馆,金牛区,104.037679,30.669242,8
成都中医药大学临床医学院职工食堂,catering,餐饮服务;中餐厅;中餐厅,金牛区,104.040934,30.669549,4
正果茶舍,catering,餐饮服务;茶艺馆;茶艺馆,金牛区,104.037234,30.671656,1
清洋茶苑,catering,餐饮服务;茶艺馆;茶艺馆,金牛区,104.042209,30.674512,2
馨园茶楼(一环路西三段),catering,餐饮服务;茶艺馆;茶艺馆,金牛区,104.03817,30.675772,1
古法香卤·张姐面,catering,餐饮服务;中餐厅;中餐厅,金牛区,104.036748,30.671049,1
阿若萨朗音乐餐吧,catering,餐饮服务;中餐厅;中餐厅,金牛区,104.041916,30.675657,1
味道宜宾美味,catering,餐饮服务;中餐厅;特色/地方风味餐厅,金牛区,104.035946,30.670192,1
