name,category,type,district,wgs_lng,wgs_lat,weight
华仁诊所,medical,医疗保健服务;诊所;诊所,金牛区,104.022288,30.701494,9
炬山堂大药房,medical,医疗保健服务;医药保健销售店;药房,金牛区,104.021059,30.704478,3
金牛明新诊所,medical,医疗保健服务;诊所;诊所,金牛区,104.023201,30.706805,1
瑞康大药房(金府路),medical,医疗保健服务;医药保健销售店;药房,金牛区,104.024767,30.708881,1
鲁氏口腔,medical,医疗保健服务;专科医院;口腔医院,金牛区,104.038849,30.702949,14
张小儿,medical,医疗保健服务;诊所;诊所,金牛区,104.043034,30.698679,32
一心堂,medical,医疗保健服务;医药保健销售店;药房,金牛区,104.043349,30.705502,14
金牛星晨牙科诊所,medical,医疗保健服务;专科医院;口腔医院,金牛区,104.043148,30.708156,3
牙牙诊所,medical,医疗保健服务;专科医院;口腔医院|医疗保健服务;诊所;诊所,金牛区,104.03904,30.699296,4
永康堂大药房(花照壁中横街),medical,医疗保健服务;医药保健销售店;药房,金牛区,104.036652,30.700648,1
西南交通大学九里校区医院,medical,医疗保健服务;综合医院;综合医院,金牛区,104.048041,30.7019,1
仁一堂诊所,medical,医疗保健服务;诊所;诊所,金牛区,104.046647,30.703277,1
喜悦药房(群星路药店),medical,医疗保健服务;医药保健销售店;药房,金牛区,104.048811,30.704226,1
世博医院,medical,医疗保健服务;综合医院;综合医院,金牛区,104.054087,30.70518,6
鑫华仁药房,medical,医疗保健服务;医药保健销售店;药房,金牛区,104.055886,30.700198,7
金牛蓉威诊所,medical,医疗保健服务;专科医院;口腔医院,金牛区,104.06083,30.707094,5
兴鸿保健,medical,医疗保健服务;医药保健销售店;药房,金牛区,104.063418,30.702577,20
翔和门诊部,medical,医疗保健服务;诊所;诊所,金牛区,104.063459,30.706765,4
齐盛诊所,medical,医疗保健服务;诊所;诊所,成华区,104.073767,30.707132,30
成都市龙诚大药房,medical,医疗保健服务;医药保健销售店;药房,金牛区,104.064703,30.704905,2
泰安门诊,medical,医疗保健服务;诊所;诊所,成华区,104.072776,30.704374,35
旭东诊所,medical,医疗保健服务;诊所;诊所,金牛区,104.065354,30.707643,3
辰鑫康大药房,medical,医疗保健服务;医药保健销售店;药房,金牛区,104.068539,30.702415,8
为尔康诊所(东沙街),medical,医疗保健服务;诊所;诊所,成华区,104.076134,30.708581,1
横桥社区卫生服务站,medical,医疗保健服务;综合医院;卫生院,成华区,104.088425,30.705971,4
康美臣药房,medical,医疗保健服务;医药保健销售店;药房,成华区,104.093241,30.701722,3
成华馨康诊所,medical,医疗保健服务;诊所;诊所,成华区,104.091064,30.706119,7
广济大药房,medical,医疗保健服务;医药保健销售店;药房,成华区,104.085792,30.702842,4
健平诊所,medical,医疗保健服务;诊所;诊所,成华区,104.08946,30.703112,4
佰灵诊所,medical,医疗保健服务;诊所;诊所,成华区,104.100571,30.702172,8
同清牙科诊所,medical,医疗保健服务;专科医院;口腔医院,成华区,104.103487,30.704785,5
龙一大药房,medical,医疗保健服务;医药保健销售店;药房,成华区,104.096989,30.70156,4
西林诊所,medical,医疗保健服务;诊所;诊所,成华区,104.110545,30.704587,39
康益诊所,medical,医疗保健服务;诊所;诊所,成华区,104.105504,30.702339,18
成华复康诊所,medical,医疗保健服务;诊所;诊所,成华区,104.105838,30.706713,3
成华治安诊所,medical,医疗保健服务;诊所;诊所,成华区,104.113555,30.703508,2
海滨湾社区卫生服务站,medical,医疗保健服务;综合医院;卫生院,成华区,104.11532,30.703098,1
成华区青龙社区卫生服务中心,medical,医疗保健服务;综合医院;卫生院,成华区,104.113657,30.701584,1
龙潭社区卫生服务中心,medical,医疗保健服务;综合医院;卫生院,成华区,104.162851,30.708169,1
成都市第二人民医院龙潭医院,medical,医疗保健服务;综合医院;综合医院,成华区,104.162205,30.700614,1
成华高氏康健诊所,medical,医疗保健服务;诊所;诊所,成华区,104.162176,30.703738,2
成华徐氏诊所,medical,医疗保健服务;诊所;诊所,成华区,104.157421,30.706244,1
