community_id,name,district,center_lng,center_lat,polygon_wkt
5093,吉静苑,武侯区,104.007406,30.640809,"POLYGON ((104.0043751 30.6355671, 103.9970553 30.6433439, 103.9988622 30.6455979, 104.001617 30.6479363, 104.0029916 30.6482535, 104.0151438 30.6404959, 104.013448 30.6370005, 104.0123693 30.635726, 104.0121308 30.6356011, 104.0043751 30.6355671))"
5094,圣沅·汇景樱桃季,武侯区,104.013195,30.644895,"POLYGON ((104.0126108 30.6394279, 104.0101967 30.6406094, 104.008789 30.6427894, 104.0085685 30.6431684, 104.0067047 30.6473953, 104.0089929 30.6504118, 104.0100256 30.6516812, 104.0106366 30.652421, 104.0112764 30.652419, 104.0137752 30.6522748, 104.0159352 30.6521332, 104.0178957 30.6506555, 104.0206879 30.6471791, 104.0208859 30.6463552, 104.0207429 30.6447005, 104.0203626 30.6423433, 104.0196734 30.6406453, 104.0196062 30.6405983, 104.0126108 30.6394279))"
5095,云湖阳光,武侯区,104.006411,30.641136,"POLYGON ((104.0043751 30.6355671, 103.9970553 30.6433439, 103.9988622 30.6455979, 104.001617 30.6479363, 104.0029916 30.6482535, 104.0151438 30.6404959, 104.013448 30.6370005, 104.0123693 30.635726, 104.0121308 30.6356011, 104.0043751 30.6355671))"
5096,鹭岛国际社区3期,武侯区,104.009008,30.648713,"POLYGON ((104.0120905 30.6438352, 104.0031875 30.6468227, 104.0034261 30.6541817, 104.0059163 30.6556182, 104.0061901 30.6556568, 104.0105155 30.6562492, 104.0141739 30.6544858, 104.0158612 30.6531435, 104.0178957 30.6506555, 104.0179582 30.6494199, 104.0159496 30.647437, 104.0121508 30.643856, 104.0120905 30.6438352))"
5097,龙爪社区北区,武侯区,104.012968,30.646794,"POLYGON ((104.0126108 30.6394279, 104.0101967 30.6406094, 104.008789 30.6427894, 104.0085685 30.6431684, 104.0067047 30.6473953, 104.0089929 30.6504118, 104.0100256 30.6516812, 104.0106366 30.652421, 104.0112764 30.652419, 104.0137752 30.6522748, 104.0159352 30.6521332, 104.0178957 30.6506555, 104.0206879 30.6471791, 104.0208859 30.6463552, 104.0207429 30.6447005, 104.0203626 30.6423433, 104.0196734 30.6406453, 104.0196062 30.6405983, 104.0126108 30.6394279))"
5098,吉春苑,武侯区,104.003854,30.646019,"POLYGON ((104.0036067 30.6399475, 104.0018821 30.6402221, 103.9986259 30.6419112, 103.9945166 30.6462307, 103.9950618 30.6505969, 103.9998423 30.6535837, 104.0013445 30.6539191, 104.0021417 30.6540682, 104.0034261 30.6541817, 104.006446 30.6524309, 104.0141798 30.6475185, 104.0103037 30.6435411, 104.0060559 30.640447, 104.0054753 30.6401228, 104.0042263 30.6400052, 104.0036067 30.6399475))"
5099,丽百居,武侯区,104.012838,30.641921,"POLYGON ((104.0121308 30.6356011, 104.0065755 30.6369806, 104.0085685 30.6431684, 104.0113573 30.6504053, 104.0114497 30.650405, 104.0198402 30.6474454, 104.0221336 30.6456487, 104.0222768 30.6455059, 104.0210612 30.6392687, 104.0209841 30.6392125, 104.0121308 30.6356011))"
5100,双安北巷1号院,武侯区,104.013229,30.64669,"POLYGON ((104.0126108 30.6394279, 104.0101967 30.6406094, 104.008789 30.6427894, 104.0085685 30.6431684, 104.0067047 30.6473953, 104.0089929 30.6504118, 104.0100256 30.6516812, 104.0106366 30.652421, 104.0112764 30.652419, 104.0137752 30.6522748, 104.0159352 30.6521332, 104.0178957 30.6506555, 104.0206879 30.6471791, 104.0208859 30.6463552, 104.0207429 30.6447005, 104.0203626 30.6423433, 104.0196734 30.6406453, 104.0196062 30.6405983, 104.0126108 30.6394279))"
5101,梧桐,武侯区,104.005568,30.640641,"POLYGON ((104.0043751 30.6355671, 103.9970553 30.6433439, 103.9988622 30.6455979, 104.001617 30.6479363, 104.0029916 30.6482535, 104.0151438 30.6404959, 104.013448 30.6370005, 104.0123693 30.635726, 104.0121308 30.6356011, 104.0043751 30.6355671))"
5102,龙禧苑,武侯区,104.013478,30.646924,"POLYGON ((104.0145853 30.6401784, 104.0120142 30.6404569, 104.0109019 30.6408835, 104.0031875 30.6468227, 104.0064219 30.6510105, 104.0110305 30.6547145, 104.0157833 30.6545278, 104.0194606 30.6520876, 104.0223891 30.6483164, 104.0229906 30.6461291, 104.0228892 30.6459296, 104.0195054 30.6433982, 104.018152 30.6424179, 104.0180937 30.6423786, 104.0155029 30.640717, 104.0151438 30.6404959, 104.0145853 30.6401784))"
5103,格林楠,武侯区,104.00501,30.640874,"POLYGON ((104.0043751 30.6355671, 103.9970553 30.6433439, 103.9988622 30.6455979, 103.9990442 30.6457171, 104.0029916 30.6482535, 104.0145853 30.6401784, 104.0123693 30.635726, 104.0121308 30.6356011, 104.0043751 30.6355671))"
5104,交大花园武侯小区,武侯区,104.008205,30.639635,"POLYGON ((104.0146764 30.6326275, 104.0085178 30.6326764, 104.0068287 30.6329426, 104.0043751 30.6355671, 104.0040465 30.6359292, 104.0020828 30.6382284, 104.0015439 30.6422139, 104.0100688 30.6441924, 104.0179979 30.6426054, 104.0180937 30.6423786, 104.0160725 30.6355379, 104.0146764 30.6326275))"
5105,聚园(双丰中路),武侯区,104.012937,30.641147,"POLYGON ((104.0135307 30.6337091, 104.0097338 30.6344052, 104.0053582 30.636062, 104.0054753 30.6401228, 104.011334 30.6475593, 104.0114077 30.6475588, 104.0141798 30.6475185, 104.0194868 30.6459692, 104.0207429 30.6447005, 104.0209239 30.6416526, 104.0136278 30.6337778, 104.0135307 30.6337091))"
5106,双楠·偶寓,武侯区,104.005913,30.640082,"POLYGON ((104.0043751 30.6355671, 103.9970553 30.6433439, 103.9988622 30.6455979, 104.001617 30.6479363, 104.0029916 30.6482535, 104.0151438 30.6404959, 104.013448 30.6370005, 104.0123693 30.635726, 104.0121308 30.6356011, 104.0043751 30.6355671))"
5107,广厦小区(吉顺街),武侯区,104.004853,30.640274,"POLYGON ((104.0043751 30.6355671, 103.9970553 30.6433439, 103.9988622 30.6455979, 103.9990442 30.6457171, 104.0029916 30.6482535, 104.0145853 30.6401784, 104.0123693 30.635726, 104.0121308 30.6356011, 104.0043751 30.6355671))"
5108,溢阳绿城,武侯区,104.012794,30.649028,"POLYGON ((104.0145853 30.6401784, 104.0120142 30.6404569, 104.0109019 30.6408835, 104.0031875 30.6468227, 104.0064219 30.6510105, 104.0110305 30.6547145, 104.0157833 30.6545278, 104.0194606 30.6520876, 104.0223891 30.6483164, 104.0229906 30.6461291, 104.0228892 30.6459296, 104.0195054 30.6433982, 104.018152 30.6424179, 104.0180937 30.6423786, 104.0155029 30.640717, 104.0151438 30.6404959, 104.0145853 30.6401784))"
5109,成都水晶名仕阁酒店,武侯区,104.009959,30.647813,"POLYGON ((104.0122262 30.6400958, 104.0101967 30.6406094, 104.0018554 30.6461189, 104.0029916 30.6482535, 104.0061851 30.6524283, 104.0085951 30.6549461, 104.0105155 30.6562492, 104.0158612 30.6531435, 104.0178957 30.6506555, 104.0206879 30.6471791, 104.0208859 30.6463552, 104.018152 30.6424179, 104.0180937 30.6423786, 104.0155029 30.640717, 104.0151438 30.6404959, 104.0145853 30.6401784, 104.0122262 30.6400958))"
5110,汇景2期,武侯区,104.018978,30.645013,"POLYGON ((104.0196715 30.638256, 104.0150649 30.6383501, 104.0122871 30.6389693, 104.0118967 30.6391364, 104.0101967 30.6406094, 104.0100688 30.6441924, 104.011334 30.6475593, 104.015868 30.6521371, 104.0199449 30.6520883, 104.0244533 30.6502839, 104.0276824 30.6481045, 104.0276685 30.6465241, 104.0267045 30.6434755, 104.0210612 30.6392687, 104.0209841 30.6392125, 104.0196715 30.638256))"
5111,圣沅·汇景新村,武侯区,104.018427,30.645513,"POLYGON ((104.0209841 30.6392125, 104.0145853 30.6401784, 104.0120905 30.6438352, 104.013662 30.6475184, 104.0160609 30.650598, 104.0193926 30.6542, 104.0276824 30.6481045, 104.0267045 30.6434755, 104.0210612 30.6392687, 104.0209841 30.6392125))"
5112,一椽坊,武侯区,104.018253,30.643399,"POLYGON ((104.0249002 30.6353862, 104.0160725 30.6355379, 104.0085476 30.6378554, 104.0085685 30.6431684, 104.011334 30.6475593, 104.0160609 30.650598, 104.0178957 30.6506555, 104.0195156 30.6503702, 104.0245042 30.6489651, 104.0253336 30.6476882, 104.0253517 30.6424781, 104.0249405 30.6354777, 104.0249002 30.6353862))"
5113,森世阳光,武侯区,104.020292,30.643614,"POLYGON ((104.0228411 30.6373679, 104.0167222 30.6384958, 104.0167533 30.6417196, 104.0181251 30.6474193, 104.0187209 30.6477188, 104.0223891 30.6483164, 104.0253336 30.6476882, 104.0295833 30.6453597, 104.0287706 30.6389487, 104.0275448 30.6374074, 104.0228411 30.6373679))"
5114,顺达苑,武侯区,104.017243,30.642702,"POLYGON ((104.0192663 30.6359633, 104.0116847 30.6374184, 104.0110154 30.6384633, 104.0085685 30.6431684, 104.011334 30.6475593, 104.015868 30.6521371, 104.0159352 30.6521332, 104.0194989 30.6508916, 104.0253336 30.6476882, 104.0253078 30.6449928, 104.0249753 30.6421948, 104.0228886 30.6374182, 104.0228411 30.6373679, 104.0217983 30.6362652, 104.0215647 30.6360192, 104.0192663 30.6359633))"
5115,西藏阳光苑,武侯区,104.016735,30.646308,"POLYGON ((104.0196715 30.638256, 104.0167222 30.6384958, 104.0126108 30.6394279, 104.0101967 30.6406094, 104.008789 30.6427894, 104.0085685 30.6431684, 104.0067047 30.6473953, 104.0112905 30.6513496, 104.0157833 30.6545278, 104.0194606 30.6520876, 104.023808 30.6466367, 104.0222714 30.6402851, 104.0210612 30.6392687, 104.0209841 30.6392125, 104.0196715 30.638256))"
5116,双楠美邻,武侯区,104.018391,30.647007,"POLYGON ((104.0151438 30.6404959, 104.0103037 30.6435411, 104.0100688 30.6441924, 104.0112905 30.6513496, 104.0157833 30.6545278, 104.0197868 30.6543109, 104.0199842 30.6542919, 104.024432 30.6520816, 104.027692 30.6489477, 104.0268361 30.6459957, 104.0253517 30.6424781, 104.0249753 30.6421948, 104.0196062 30.6405983, 104.0151438 30.6404959))"
5117,竹园(永盛东街),武侯区,104.020917,30.642814,"POLYGON ((104.0206548 30.6369724, 104.0181317 30.6370929, 104.0156665 30.6377069, 104.0160915 30.6423956, 104.0181251 30.6474193, 104.0187209 30.6477188, 104.0245042 30.6489651, 104.0293492 30.6460153, 104.0295833 30.6453597, 104.0293444 30.6384408, 104.0291003 30.638051, 104.0275448 30.6374074, 104.025643 30.6370683, 104.0206548 30.6369724))"
5118,华府双楠,武侯区,104.015967,30.643302,"POLYGON ((104.0206548 30.6369724, 104.0115356 30.63712, 104.0078661 30.6375088, 104.0085685 30.6431684, 104.011334 30.6475593, 104.0142117 30.650383, 104.0160609 30.650598, 104.0178983 30.6505073, 104.023808 30.6466367, 104.0236026 30.6412158, 104.0228886 30.6374182, 104.0228411 30.6373679, 104.0206548 30.6369724))"
5119,双楠融域,武侯区,104.01546,30.64426,"POLYGON ((104.0228411 30.6373679, 104.0150192 30.6379599, 104.0124271 30.6386968, 104.0118967 30.6391364, 104.0101967 30.6406094, 104.008789 30.6427894, 104.0085685 30.6431684, 104.0113573 30.6504053, 104.0157833 30.6545278, 104.0245042 30.6489651, 104.0228886 30.6374182, 104.0228411 30.6373679))"
5120,双楠森世阳光花园,武侯区,104.02182,30.643986,"POLYGON ((104.0206548 30.6369724, 104.0181317 30.6370929, 104.0156665 30.6377069, 104.0160915 30.6423956, 104.0181251 30.6474193, 104.0187209 30.6477188, 104.0245042 30.6489651, 104.0293492 30.6460153, 104.0295833 30.6453597, 104.0293444 30.6384408, 104.0291003 30.638051, 104.0275448 30.6374074, 104.025643 30.6370683, 104.0206548 30.6369724))"
5121,协力苑(武侯大道双楠段),武侯区,104.017354,30.641748,"POLYGON ((104.0121308 30.6356011, 104.0078482 30.6373682, 104.0085685 30.6431684, 104.011334 30.6475593, 104.0160093 30.650402, 104.0160766 30.6504057, 104.0253336 30.6476882, 104.0253078 30.6449928, 104.0228886 30.6374182, 104.0228411 30.6373679, 104.0217983 30.6362652, 104.0215647 30.6360192, 104.0121308 30.6356011))"
5122,龙爪社区,武侯区,104.015465,30.646593,"POLYGON ((104.0196715 30.638256, 104.0167222 30.6384958, 104.0126108 30.6394279, 104.0101967 30.6406094, 104.008789 30.6427894, 104.0085685 30.6431684, 104.0067047 30.6473953, 104.0112905 30.6513496, 104.0157833 30.6545278, 104.0194606 30.6520876, 104.023808 30.6466367, 104.0222714 30.6402851, 104.0210612 30.6392687, 104.0209841 30.6392125, 104.0196715 30.638256))"
5123,双安东巷2号院,武侯区,104.014763,30.64527,"POLYGON ((104.0110154 30.6384633, 104.0085685 30.6431684, 104.0067047 30.6473953, 104.0112905 30.6513496, 104.0137752 30.6522748, 104.0178703 30.6520995, 104.0200068 30.6503151, 104.0223891 30.6483164, 104.0229906 30.6461291, 104.0210612 30.6392687, 104.0209841 30.6392125, 104.0110154 30.6384633))"
5124,双楠竹园1期,武侯区,104.022362,30.643159,"POLYGON ((104.0146713 30.6369611, 104.015334 30.6426064, 104.0160605 30.6449229, 104.0195156 30.6503702, 104.0200068 30.6503151, 104.0276824 30.6481045, 104.0291649 30.6465313, 104.0303018 30.6436976, 104.0294782 30.638288, 104.0291003 30.638051, 104.0275448 30.6374074, 104.025643 30.6370683, 104.0206548 30.6369724, 104.0146713 30.6369611))"
5125,双楠名城1期,武侯区,104.021476,30.641933,"POLYGON ((104.0244234 30.634746, 104.0202542 30.6349803, 104.0123693 30.635726, 104.0126108 30.6394279, 104.0136474 30.6458604, 104.0159496 30.647437, 104.0223891 30.6483164, 104.0253336 30.6476882, 104.028259 30.6444698, 104.0275448 30.6374074, 104.0244234 30.634746))"
5126,龙爪社区南区,武侯区,104.014691,30.645636,"POLYGON ((104.0126108 30.6394279, 104.0101967 30.6406094, 104.008789 30.6427894, 104.0085685 30.6431684, 104.0067047 30.6473953, 104.0091633 30.6516671, 104.0101807 30.6527633, 104.01113 30.6533084, 104.0112293 30.6533451, 104.0158612 30.6531435, 104.0195156 30.6503702, 104.0219291 30.6452835, 104.0209239 30.6416526, 104.0196734 30.6406453, 104.0196062 30.6405983, 104.0185183 30.6398379, 104.0126108 30.6394279))"
5127,顺福苑,武侯区,104.017283,30.64109,"POLYGON ((104.0121308 30.6356011, 104.0078482 30.6373682, 104.0085685 30.6431684, 104.011334 30.6475593, 104.0160093 30.650402, 104.0160766 30.6504057, 104.0253336 30.6476882, 104.0253078 30.6449928, 104.0228886 30.6374182, 104.0228411 30.6373679, 104.0217983 30.6362652, 104.0215647 30.6360192, 104.0121308 30.6356011))"
5128,绿地·海珀香庭,武侯区,104.018425,30.640864,"POLYGON ((104.0237115 30.6325385, 104.0135307 30.6337091, 104.0097338 30.6344052, 104.0108933 30.6387326, 104.0136474 30.6458604, 104.0159496 30.647437, 104.0160477 30.6474361, 104.0205081 30.6467164, 104.0229906 30.6461291, 104.0267045 30.6434755, 104.0257835 30.6364836, 104.0237115 30.6325385))"
5129,龙福苑,武侯区,104.014741,30.645966,"POLYGON ((104.0126108 30.6394279, 104.0101967 30.6406094, 104.008789 30.6427894, 104.0085685 30.6431684, 104.0067047 30.6473953, 104.0091633 30.6516671, 104.0101807 30.6527633, 104.01113 30.6533084, 104.0112293 30.6533451, 104.0158612 30.6531435, 104.0195156 30.6503702, 104.0219291 30.6452835, 104.0209239 30.6416526, 104.0196734 30.6406453, 104.0196062 30.6405983, 104.0185183 30.6398379, 104.0126108 30.6394279))"
5130,长居花苑,武侯区,104.015337,30.642141,"POLYGON ((104.0115356 30.63712, 104.0085476 30.6378554, 104.0085685 30.6431684, 104.011334 30.6475593, 104.0142117 30.650383, 104.0160609 30.650598, 104.023808 30.6466367, 104.0235569 30.6436397, 104.0228886 30.6374182, 104.0228411 30.6373679, 104.0115356 30.63712))"
5131,龙采苑,武侯区,104.014536,30.645702,"POLYGON ((104.0126108 30.6394279, 104.0101967 30.6406094, 104.008789 30.6427894, 104.0085685 30.6431684, 104.0067047 30.6473953, 104.0091633 30.6516671, 104.0101807 30.6527633, 104.01113 30.6533084, 104.0112293 30.6533451, 104.0158612 30.6531435, 104.0195156 30.6503702, 104.0219291 30.6452835, 104.0209239 30.6416526, 104.0196734 30.6406453, 104.0196062 30.6405983, 104.0185183 30.6398379, 104.0126108 30.6394279))"
5132,楠极地,武侯区,104.02152,30.647353,"POLYGON ((104.0222714 30.6402851, 104.0155029 30.640717, 104.0120905 30.6438352, 104.011334 30.6475593, 104.0158612 30.6531435, 104.0173855 30.6543584, 104.0198931 30.6553218, 104.0244324 30.6534093, 104.0268643 30.6520949, 104.0277172 30.6515872, 104.0292547 30.6501995, 104.0303435 30.6488583, 104.028259 30.6444698, 104.0222714 30.6402851))"
5133,双楠融域2期,武侯区,104.014231,30.644061,"POLYGON ((104.0110154 30.6384633, 104.0085685 30.6431684, 104.0067047 30.6473953, 104.0112905 30.6513496, 104.0137752 30.6522748, 104.0178703 30.6520995, 104.0200068 30.6503151, 104.0223891 30.6483164, 104.0229906 30.6461291, 104.0210612 30.6392687, 104.0209841 30.6392125, 104.0110154 30.6384633))"
5134,龙门公寓,武侯区,104.02302,30.645302,"POLYGON ((104.0287706 30.6389487, 104.0209841 30.6392125, 104.0145853 30.6401784, 104.013662 30.6475184, 104.0160609 30.650598, 104.0178703 30.6520995, 104.019816 30.6535785, 104.0244324 30.6534093, 104.0268643 30.6520949, 104.0303731 30.6501746, 104.0312456 30.6463673, 104.0305099 30.6418918, 104.0287706 30.6389487))"
5135,双丰社区,武侯区,104.015575,30.641593,"POLYGON ((104.0131375 30.6342566, 104.0106875 30.6348848, 104.006727 30.6368595, 104.0065755 30.6369806, 104.0085685 30.6431684, 104.011334 30.6475593, 104.0187209 30.6477188, 104.023808 30.6466367, 104.0235569 30.6436397, 104.0228886 30.6374182, 104.0228411 30.6373679, 104.0132452 30.6342806, 104.0131375 30.6342566))"
5136,永海楠宝石,武侯区,104.02038,30.648215,"POLYGON ((104.0196062 30.6405983, 104.0145354 30.642296, 104.0120905 30.6438352, 104.011334 30.6475593, 104.0158612 30.6531435, 104.0173855 30.6543584, 104.0198931 30.6553218, 104.0214626 30.6558718, 104.0277172 30.6515872, 104.0292547 30.6501995, 104.0303435 30.6488583, 104.028259 30.6444698, 104.0236026 30.6412158, 104.0196062 30.6405983))"
5137,双楠回归线(武侯大道双楠段),武侯区,104.016604,30.640722,"POLYGON ((104.0131375 30.6342566, 104.0106875 30.6348848, 104.006727 30.6368595, 104.0065755 30.6369806, 104.0085685 30.6431684, 104.011334 30.6475593, 104.0187209 30.6477188, 104.023808 30.6466367, 104.0235569 30.6436397, 104.0228886 30.6374182, 104.0228411 30.6373679, 104.0132452 30.6342806, 104.0131375 30.6342566))"
5138,双楠名城,武侯区,104.021776,30.641241,"POLYGON ((104.0244234 30.634746, 104.0202542 30.6349803, 104.0123693 30.635726, 104.0126108 30.6394279, 104.0136474 30.6458604, 104.0159496 30.647437, 104.0223891 30.6483164, 104.0253336 30.6476882, 104.028259 30.6444698, 104.0275448 30.6374074, 104.0244234 30.634746))"
5139,双安东巷1号院,武侯区,104.014353,30.646643,"POLYGON ((104.0145853 30.6401784, 104.011603 30.6411561, 104.008789 30.6427894, 104.0031875 30.6468227, 104.0065852 30.6507278, 104.0110305 30.6547145, 104.0157833 30.6545278, 104.0199449 30.6520883, 104.0245042 30.6489651, 104.023808 30.6466367, 104.0196734 30.6406453, 104.0196062 30.6405983, 104.0145853 30.6401784))"
5140,富港花园,武侯区,104.022305,30.647451,"POLYGON ((104.0292444 30.6409739, 104.0236026 30.6412158, 104.0209239 30.6416526, 104.0180937 30.6423786, 104.0142579 30.6444091, 104.013662 30.6475184, 104.0142117 30.650383, 104.015868 30.6521371, 104.0198931 30.6553218, 104.0281106 30.6533965, 104.0300567 30.6516315, 104.0313113 30.6501568, 104.0308489 30.6480578, 104.0292444 30.6409739))"
5141,楼影苑,武侯区,104.021148,30.648407,"POLYGON ((104.0196062 30.6405983, 104.0145354 30.642296, 104.0120905 30.6438352, 104.011334 30.6475593, 104.0158612 30.6531435, 104.0173855 30.6543584, 104.0198931 30.6553218, 104.0214626 30.6558718, 104.0277172 30.6515872, 104.0292547 30.6501995, 104.0303435 30.6488583, 104.028259 30.6444698, 104.0236026 30.6412158, 104.0196062 30.6405983))"
5142,金色花园(双丰中路),武侯区,104.014106,30.642667,"POLYGON ((104.0121308 30.6356011, 104.0078482 30.6373682, 104.0085685 30.6431684, 104.011334 30.6475593, 104.0142117 30.650383, 104.0203626 30.6475773, 104.0229906 30.6461291, 104.0226828 30.6430091, 104.0222714 30.6402851, 104.0210612 30.6392687, 104.0209841 30.6392125, 104.0196715 30.638256, 104.0121308 30.6356011))"
5143,南华苑(永盛南街),武侯区,104.022516,30.641634,"POLYGON ((104.0247668 30.6355523, 104.0192663 30.6359633, 104.0137085 30.6364445, 104.0140675 30.639683, 104.0145354 30.642296, 104.0159228 30.6457597, 104.0195156 30.6503702, 104.0200068 30.6503151, 104.0276824 30.6481045, 104.0291649 30.6465313, 104.0303018 30.6436976, 104.0294782 30.638288, 104.0291003 30.638051, 104.0247668 30.6355523))"
5144,榕影苑,武侯区,104.021678,30.648081,"POLYGON ((104.0292444 30.6409739, 104.0236026 30.6412158, 104.0209239 30.6416526, 104.0180937 30.6423786, 104.0142579 30.6444091, 104.013662 30.6475184, 104.0142117 30.650383, 104.015868 30.6521371, 104.0198931 30.6553218, 104.0281106 30.6533965, 104.0300567 30.6516315, 104.0313113 30.6501568, 104.0308489 30.6480578, 104.0292444 30.6409739))"
5145,南村公寓,武侯区,104.020561,30.64876,"POLYGON ((104.0203666 30.6496116, 104.02036419236333 30.649562591429834, 104.0203569926402 30.649514054838992, 104.02034507016786 30.649466457661372, 104.02032853976625 30.64942025828382, 104.02030756063218 30.649375901631586, 104.02028233480615 30.64933381488349, 104.02025310522669 30.649294403357917, 104.0202201533906 30.649258046609408, 104.02018379664209 30.649225094773318, 104.02014438511651 30.64919586519385, 104.02010229836841 30.649170639367824, 104.02005794171619 30.649149660233743, 104.02001174233862 30.649133129832133, 104.01996414516101 30.649121207359798, 104.01991560857016 30.649114007636665, 104.0198666 30.6491116, 104.01981759142984 30.649114007636665, 104.01976905483899 30.649121207359798, 104.01972145766138 30.649133129832133, 104.01967525828381 30.649149660233743, 104.01963090163159 30.649170639367824, 104.01958881488349 30.64919586519385, 104.01954940335791 30.649225094773318, 104.0195130466094 30.649258046609408, 104.01948009477331 30.649294403357917, 104.01945086519385 30.64933381488349, 104.01942563936782 30.649375901631586, 104.01940466023375 30.64942025828382, 104.01938812983214 30.649466457661372, 104.0193762073598 30.649514054838992, 104.01936900763667 30.649562591429834, 104.0193666 30.6496116, 104.01936900763667 30.649660608570166, 104.0193762073598 30.649709145161008, 104.01938812983214 30.649756742338628, 104.01940466023375 30.64980294171618, 104.01942563936782 30.649847298368414, 104.01945086519385 30.64988938511651, 104.01948009477331 30.649928796642083, 104.0195130466094 30.649965153390593, 104.01954940335791 30.649998105226683, 104.01958881488349 30.65002733480615, 104.01963090163159 30.650052560632176, 104.01967525828381 30.650073539766257, 104.01972145766138 30.650090070167867, 104.01976905483899 30.650101992640202, 104.01981759142984 30.650109192363335, 104.0198666 30.6501116, 104.01991560857016 30.650109192363335, 104.01996414516101 30.650101992640202, 104.02001174233862 30.650090070167867, 104.02005794171619 30.650073539766257, 104.02010229836841 30.650052560632176, 104.02014438511651 30.65002733480615, 104.02018379664209 30.649998105226683, 104.0202201533906 30.649965153390593, 104.02025310522669 30.649928796642083, 104.02028233480615 30.64988938511651, 104.02030756063218 30.649847298368414, 104.02032853976625 30.64980294171618, 104.02034507016786 30.649756742338628, 104.0203569926402 30.649709145161008, 104.02036419236333 30.649660608570166, 104.0203666 30.6496116))"
5146,深越花园,武侯区,104.023176,30.642101,"POLYGON ((104.0242876 30.6339961, 104.0241451 30.6340104, 104.0160725 30.6355379, 104.0160052 30.6356062, 104.0156665 30.6377069, 104.0160915 30.6423956, 104.0187209 30.6477188, 104.0223891 30.6483164, 104.0292516 30.6480725, 104.0312456 30.6463673, 104.032159 30.6421611, 104.031259 30.6364409, 104.0309253 30.6362091, 104.0242876 30.6339961))"
5147,五彩生活,武侯区,104.014331,30.641769,"POLYGON ((104.0121308 30.6356011, 104.0078482 30.6373682, 104.0085685 30.6431684, 104.011334 30.6475593, 104.0142117 30.650383, 104.0203626 30.6475773, 104.0229906 30.6461291, 104.0226828 30.6430091, 104.0222714 30.6402851, 104.0210612 30.6392687, 104.0209841 30.6392125, 104.0196715 30.638256, 104.0121308 30.6356011))"
5148,置信逸都花园天乐苑,武侯区,104.017015,30.648905,"POLYGON ((104.0167533 30.6417196, 104.0120905 30.6438352, 104.0088163 30.6497282, 104.0091633 30.6516671, 104.0101807 30.6527633, 104.0160315 30.6564108, 104.0216856 30.6559027, 104.0277103 30.650225, 104.0243772 30.6434354, 104.0226828 30.6430091, 104.0167533 30.6417196))"
5149,双楠五彩家园,武侯区,104.014387,30.641723,"POLYGON ((104.0121308 30.6356011, 104.0078482 30.6373682, 104.0085685 30.6431684, 104.011334 30.6475593, 104.0142117 30.650383, 104.0203626 30.6475773, 104.0229906 30.6461291, 104.0226828 30.6430091, 104.0222714 30.6402851, 104.0210612 30.6392687, 104.0209841 30.6392125, 104.0196715 30.638256, 104.0121308 30.6356011))"
5150,美好时光,武侯区,104.017438,30.639869,"POLYGON ((104.0237115 30.6325385, 104.0135307 30.6337091, 104.0097338 30.6344052, 104.0108933 30.6387326, 104.0136474 30.6458604, 104.0159496 30.647437, 104.0160477 30.6474361, 104.0205081 30.6467164, 104.0229906 30.6461291, 104.0267045 30.6434755, 104.0257835 30.6364836, 104.0237115 30.6325385))"
5151,天乐街小区,武侯区,104.017601,30.64927,"POLYGON ((104.0167533 30.6417196, 104.0120905 30.6438352, 104.0088163 30.6497282, 104.0091633 30.6516671, 104.0101807 30.6527633, 104.0160315 30.6564108, 104.0216856 30.6559027, 104.0277103 30.650225, 104.0243772 30.6434354, 104.0226828 30.6430091, 104.0167533 30.6417196))"
5152,置信北街小区,武侯区,104.021797,30.648839,"POLYGON ((104.0292444 30.6409739, 104.0236026 30.6412158, 104.0209239 30.6416526, 104.0180937 30.6423786, 104.0142579 30.6444091, 104.013662 30.6475184, 104.0142117 30.650383, 104.015868 30.6521371, 104.0198931 30.6553218, 104.0281106 30.6533965, 104.0300567 30.6516315, 104.0313113 30.6501568, 104.0308489 30.6480578, 104.0292444 30.6409739))"
5153,家和南苑,武侯区,104.015458,30.639994,"POLYGON ((104.0135307 30.6337091, 104.0110902 30.6344134, 104.006727 30.6368595, 104.0065755 30.6369806, 104.0085685 30.6431684, 104.0130005 30.6458772, 104.0159496 30.647437, 104.0187302 30.6474204, 104.023808 30.6466367, 104.0235569 30.6436397, 104.0228886 30.6374182, 104.0228411 30.6373679, 104.0171635 30.6344351, 104.0135307 30.6337091))"
