community_id,name,district,center_lng,center_lat,polygon_wkt
1739,中铁二院家属院,金牛区,104.053258,30.683276,"POLYGON ((104.0583001 30.6764301, 104.0513315 30.6769423, 104.0512699 30.6769777, 104.0502505 30.6775658, 104.0488511 30.6784708, 104.0476587 30.6807438, 104.0497764 30.6869568, 104.0565249 30.6883859, 104.0567814 30.6884073, 104.0576045 30.6882841, 104.0632224 30.6861272, 104.0632792 30.6860726, 104.0634359 30.682967, 104.0600198 30.6774964, 104.0598989 30.6773195, 104.0583001 30.6764301))"
1740,四川省铁路集团小区(东南门),金牛区,104.051363,30.68091,"POLYGON ((104.0472721 30.6748321, 104.0456204 30.6750698, 104.0431652 30.6833166, 104.0488132 30.6904629, 104.0489278 30.6904874, 104.05889 30.6838589, 104.0589596 30.6837257, 104.059238 30.6808654, 104.0580199 30.6780109, 104.0570757 30.6775158, 104.0527241 30.6754762, 104.0501754 30.6751465, 104.0472721 30.6748321))"
1741,四川省铁路集团小区,金牛区,104.051363,30.68091,"POLYGON ((104.0472721 30.6748321, 104.0456204 30.6750698, 104.0431652 30.6833166, 104.0488132 30.6904629, 104.0489278 30.6904874, 104.05889 30.6838589, 104.0589596 30.6837257, 104.059238 30.6808654, 104.0580199 30.6780109, 104.0570757 30.6775158, 104.0527241 30.6754762, 104.0501754 30.6751465, 104.0472721 30.6748321))"
1742,卧牛巷小区,金牛区,104.049442,30.680187,"POLYGON ((104.049543 30.6717778, 104.0460467 30.6718137, 104.0438179 30.6725808, 104.0428087 30.6742689, 104.0419053 30.6769524, 104.0421296 30.6836829, 104.0422245 30.6842746, 104.0423337 30.6844491, 104.0428686 30.6847717, 104.0495136 30.6875234, 104.05889 30.6838589, 104.0589596 30.6837257, 104.059238 30.6808654, 104.0592587 30.677853, 104.0572054 30.6743239, 104.049543 30.6717778))"
1743,花牌坊社区,金牛区,104.04809,30.680107,"POLYGON ((104.0458003 30.6734112, 104.0450268 30.6740823, 104.0444019 30.6754456, 104.041418 30.6829806, 104.041037 30.6848731, 104.0410695 30.6858101, 104.0495136 30.6875234, 104.0565283 30.6827618, 104.0535755 30.6760279, 104.0517283 30.6743851, 104.0494476 30.6737201, 104.0484818 30.6735737, 104.0458003 30.6734112))"
1744,西锦国际优+公馆,金牛区,104.043977,30.68268,"POLYGON ((104.048638 30.6766044, 104.0403819 30.67774, 104.0389293 30.6783294, 104.0386691 30.6784563, 104.0380832 30.6788576, 104.0361032 30.6837912, 104.0376077 30.6898773, 104.0392256 30.6903104, 104.0424479 30.6906152, 104.0452088 30.6896902, 104.0495136 30.6875234, 104.0498714 30.6869757, 104.0510505 30.6825576, 104.0514075 30.6770349, 104.0513315 30.6769423, 104.048638 30.6766044))"
1745,光华商务公寓,金牛区,104.044401,30.681388,"POLYGON ((104.0458505 30.6753494, 104.0382223 30.6767479, 104.0366221 30.6794289, 104.0378255 30.6897918, 104.0409604 30.6890898, 104.0435267 30.6883759, 104.0476415 30.6864675, 104.0476903 30.686388, 104.0526036 30.6781564, 104.0531385 30.6760996, 104.0494666 30.6753957, 104.0490545 30.6753591, 104.0458505 30.6753494))"
1746,西巢小筑,金牛区,104.049187,30.680005,"POLYGON ((104.049543 30.6717778, 104.0460467 30.6718137, 104.0438179 30.6725808, 104.0428087 30.6742689, 104.0419053 30.6769524, 104.0421296 30.6836829, 104.0422245 30.6842746, 104.0423337 30.6844491, 104.0428686 30.6847717, 104.0495136 30.6875234, 104.05889 30.6838589, 104.0589596 30.6837257, 104.059238 30.6808654, 104.0592587 30.677853, 104.0572054 30.6743239, 104.049543 30.6717778))"
1747,左岸公寓,金牛区,104.051144,30.680537,"POLYGON ((104.0472721 30.6748321, 104.0456204 30.6750698, 104.0431652 30.6833166, 104.0488132 30.6904629, 104.0489278 30.6904874, 104.05889 30.6838589, 104.0589596 30.6837257, 104.059238 30.6808654, 104.0580199 30.6780109, 104.0570757 30.6775158, 104.0527241 30.6754762, 104.0501754 30.6751465, 104.0472721 30.6748321))"
1748,一环路北一段300号院,金牛区,104.051756,30.687932,"POLYGON ((104.0533012 30.6812997, 104.050158 30.6817441, 104.0434876 30.6834124, 104.0423784 30.6840939, 104.0422245 30.6842746, 104.0420598 30.6847265, 104.0419199 30.6858512, 104.0429548 30.6874704, 104.0456202 30.6908128, 104.0483151 30.6938779, 104.0527502 30.6954961, 104.0570324 30.6926156, 104.0605587 30.6900818, 104.0621656 30.6869903, 104.0589596 30.6837257, 104.0533012 30.6812997))"
1749,江源巷小区,金牛区,104.047966,30.679889,"POLYGON ((104.0458003 30.6734112, 104.0450268 30.6740823, 104.0444019 30.6754456, 104.041418 30.6829806, 104.041037 30.6848731, 104.0410695 30.6858101, 104.0495136 30.6875234, 104.0565283 30.6827618, 104.0535755 30.6760279, 104.0517283 30.6743851, 104.0494476 30.6737201, 104.0484818 30.6735737, 104.0458003 30.6734112))"
1750,交通巷小区,金牛区,104.047966,30.67989,"POLYGON ((104.0458003 30.6734112, 104.0450268 30.6740823, 104.0444019 30.6754456, 104.041418 30.6829806, 104.041037 30.6848731, 104.0410695 30.6858101, 104.0495136 30.6875234, 104.0565283 30.6827618, 104.0535755 30.6760279, 104.0517283 30.6743851, 104.0494476 30.6737201, 104.0484818 30.6735737, 104.0458003 30.6734112))"
1751,江源巷7号院,金牛区,104.048054,30.679865,"POLYGON ((104.0458003 30.6734112, 104.0450268 30.6740823, 104.0444019 30.6754456, 104.041418 30.6829806, 104.041037 30.6848731, 104.0410695 30.6858101, 104.0495136 30.6875234, 104.0565283 30.6827618, 104.0535755 30.6760279, 104.0517283 30.6743851, 104.0494476 30.6737201, 104.0484818 30.6735737, 104.0458003 30.6734112))"
1752,新熙门财富中心,金牛区,104.043627,30.686207,"POLYGON ((104.038144 30.6774667, 104.0365229 30.6809503, 104.0361032 30.6837912, 104.0360717 30.6918762, 104.0362742 30.6919607, 104.0434307 30.6916631, 104.0489278 30.6904874, 104.0526292 30.6874998, 104.0505674 30.6844898, 104.0476587 30.6807438, 104.0468973 30.6799213, 104.0403819 30.67774, 104.038144 30.6774667))"
1753,宏源后沙湾住宅,金牛区,104.04629,30.688942,"POLYGON ((104.0421296 30.6836829, 104.0419496 30.6838067, 104.0380762 30.6896648, 104.0386144 30.6932561, 104.039164 30.6939213, 104.0418555 30.695669, 104.0437232 30.6963005, 104.0480135 30.6956845, 104.0546156 30.6917067, 104.0539052 30.6902946, 104.0499263 30.6867608, 104.0426517 30.6837334, 104.0421296 30.6836829))"
1754,蓬莱居公寓,金牛区,104.050686,30.680152,"POLYGON ((104.049543 30.6717778, 104.0460467 30.6718137, 104.0438179 30.6725808, 104.0428087 30.6742689, 104.0419053 30.6769524, 104.0421296 30.6836829, 104.0422245 30.6842746, 104.0423337 30.6844491, 104.0428686 30.6847717, 104.0495136 30.6875234, 104.05889 30.6838589, 104.0589596 30.6837257, 104.059238 30.6808654, 104.0592587 30.677853, 104.0572054 30.6743239, 104.049543 30.6717778))"
1755,金仙桥路11号院,金牛区,104.051235,30.680384,"POLYGON ((104.049543 30.6717778, 104.0460467 30.6718137, 104.0438179 30.6725808, 104.0428087 30.6742689, 104.0419053 30.6769524, 104.0421296 30.6836829, 104.0422245 30.6842746, 104.0423337 30.6844491, 104.0428686 30.6847717, 104.0495136 30.6875234, 104.05889 30.6838589, 104.0589596 30.6837257, 104.059238 30.6808654, 104.0592587 30.677853, 104.0572054 30.6743239, 104.049543 30.6717778))"
1756,中铁二局新城,金牛区,104.049917,30.688957,"POLYGON ((104.0533012 30.6812997, 104.050158 30.6817441, 104.0434876 30.6834124, 104.0423784 30.6840939, 104.0422245 30.6842746, 104.0420598 30.6847265, 104.0419199 30.6858512, 104.0429548 30.6874704, 104.0456202 30.6908128, 104.0483151 30.6938779, 104.0484623 30.6938935, 104.0496242 30.6933102, 104.0544568 30.6906364, 104.0576347 30.688558, 104.0576381 30.6884186, 104.0576073 30.6878154, 104.0534034 30.681364, 104.0533012 30.6812997))"
1757,文家东巷2号,金牛区,104.044044,30.687099,"POLYGON ((104.0411848 30.6801843, 104.0400936 30.6803141, 104.039218 30.6809542, 104.0356005 30.6919221, 104.0357604 30.6922201, 104.0409414 30.695016, 104.0484623 30.6938935, 104.0523944 30.6912305, 104.0526292 30.6874998, 104.04574 30.680761, 104.0411848 30.6801843))"
1758,仙桥苑,金牛区,104.052441,30.681082,"POLYGON ((104.0578616 30.6738902, 104.0497119 30.6742686, 104.0456204 30.6750698, 104.0445535 30.6786702, 104.0452532 30.6809954, 104.0473077 30.6862984, 104.0485343 30.6889914, 104.0491768 30.6891391, 104.0568995 30.6876689, 104.0618344 30.6850649, 104.0619192 30.6850034, 104.0627503 30.6843179, 104.0634359 30.682967, 104.0626341 30.6764254, 104.0578616 30.6738902))"
1759,江源巷3号院,金牛区,104.047812,30.679737,"POLYGON ((104.045955 30.672391, 104.0450879 30.6728603, 104.0445022 30.6731909, 104.0436091 30.6745395, 104.040458 30.6810404, 104.0400344 30.6873691, 104.0499263 30.6867608, 104.0551449 30.6827515, 104.0553806 30.6823249, 104.0554334 30.6751649, 104.0550126 30.6744148, 104.0493589 30.6724795, 104.045955 30.672391))"
1760,卧牛巷10号院,金牛区,104.050078,30.67986,"POLYGON ((104.049543 30.6717778, 104.0460467 30.6718137, 104.0438179 30.6725808, 104.0428087 30.6742689, 104.0419053 30.6769524, 104.0421296 30.6836829, 104.0422245 30.6842746, 104.0423337 30.6844491, 104.0428686 30.6847717, 104.0495136 30.6875234, 104.05889 30.6838589, 104.0589596 30.6837257, 104.059238 30.6808654, 104.0592587 30.677853, 104.0572054 30.6743239, 104.049543 30.6717778))"
1761,文家东巷4号,金牛区,104.0442,30.687492,"POLYGON ((104.040458 30.6810404, 104.0403556 30.6811082, 104.0398634 30.6820244, 104.0360717 30.6918762, 104.0360068 30.6923245, 104.0409414 30.695016, 104.0441079 30.6953779, 104.0484623 30.6938935, 104.051385 30.6926091, 104.0522123 30.6922215, 104.0536666 30.6915033, 104.0499263 30.6867608, 104.0441972 30.6819482, 104.040458 30.6810404))"
1762,抚琴街小区,金牛区,104.045788,30.688674,"POLYGON ((104.0421296 30.6836829, 104.0419496 30.6838067, 104.0380762 30.6896648, 104.0386144 30.6932561, 104.039164 30.6939213, 104.0418555 30.695669, 104.0437232 30.6963005, 104.0480135 30.6956845, 104.0546156 30.6917067, 104.0539052 30.6902946, 104.0499263 30.6867608, 104.0426517 30.6837334, 104.0421296 30.6836829))"
1763,枫桥晓月电梯公寓,金牛区,104.045369,30.680348,"POLYGON ((104.0493946 30.6737367, 104.0454064 30.6738002, 104.0450268 30.6740823, 104.0393539 30.6808902, 104.0392057 30.6881387, 104.0498383 30.6867412, 104.0545742 30.6819782, 104.0546613 30.6805421, 104.0535755 30.6760279, 104.0521304 30.6750272, 104.0493946 30.6737367))"
1764,文家东巷6号,金牛区,104.044367,30.6878,"POLYGON ((104.040458 30.6810404, 104.0403556 30.6811082, 104.0398634 30.6820244, 104.0360717 30.6918762, 104.0360068 30.6923245, 104.0409414 30.695016, 104.0441079 30.6953779, 104.0484623 30.6938935, 104.051385 30.6926091, 104.0522123 30.6922215, 104.0536666 30.6915033, 104.0499263 30.6867608, 104.0441972 30.6819482, 104.040458 30.6810404))"
1765,王家巷小区,金牛区,104.045153,30.680394,"POLYGON ((104.0488432 30.673887, 104.0456895 30.67413, 104.038144 30.6774667, 104.0380832 30.6788576, 104.0386491 30.6888015, 104.0476415 30.6864675, 104.0539403 30.6817044, 104.0535755 30.6760279, 104.0527241 30.6754762, 104.0488432 30.673887))"
1766,光荣北路86号院,金牛区,104.047857,30.68937,"POLYGON ((104.0533012 30.6812997, 104.050158 30.6817441, 104.0425434 30.6847246, 104.0419199 30.6858512, 104.04086 30.6889792, 104.0403413 30.6933193, 104.0472174 30.6969901, 104.0473662 30.6969992, 104.0491512 30.6967457, 104.0530634 30.694907, 104.0546954 30.6935827, 104.0573143 30.6885484, 104.05732 30.6884169, 104.0568995 30.6876689, 104.0533012 30.6812997))"
1767,东苑(文家东巷),金牛区,104.04453,30.688062,"POLYGON ((104.040458 30.6810404, 104.0403556 30.6811082, 104.0398634 30.6820244, 104.0360717 30.6918762, 104.0360068 30.6923245, 104.0409414 30.695016, 104.0441079 30.6953779, 104.0484623 30.6938935, 104.051385 30.6926091, 104.0522123 30.6922215, 104.0536666 30.6915033, 104.0499263 30.6867608, 104.0441972 30.6819482, 104.040458 30.6810404))"
1768,文家东巷1号,金牛区,104.043934,30.687619,"POLYGON ((104.040458 30.6810404, 104.0403556 30.6811082, 104.0398634 30.6820244, 104.0360717 30.6918762, 104.0360068 30.6923245, 104.0409414 30.695016, 104.0441079 30.6953779, 104.0484623 30.6938935, 104.051385 30.6926091, 104.0522123 30.6922215, 104.0536666 30.6915033, 104.0499263 30.6867608, 104.0441972 30.6819482, 104.040458 30.6810404))"
1769,文家东巷3号,金牛区,104.043995,30.687733,"POLYGON ((104.040458 30.6810404, 104.0403556 30.6811082, 104.0398634 30.6820244, 104.0360717 30.6918762, 104.0360068 30.6923245, 104.0409414 30.695016, 104.0441079 30.6953779, 104.0484623 30.6938935, 104.051385 30.6926091, 104.0522123 30.6922215, 104.0536666 30.6915033, 104.0499263 30.6867608, 104.0441972 30.6819482, 104.040458 30.6810404))"
1770,文家东巷10号,金牛区,104.044812,30.688464,"POLYGON ((104.040458 30.6810404, 104.0403556 30.6811082, 104.0398634 30.6820244, 104.0360717 30.6918762, 104.0360068 30.6923245, 104.0409414 30.695016, 104.0441079 30.6953779, 104.0484623 30.6938935, 104.051385 30.6926091, 104.0522123 30.6922215, 104.0536666 30.6915033, 104.0499263 30.6867608, 104.0441972 30.6819482, 104.040458 30.6810404))"
1771,光荣公寓,金牛区,104.046523,30.689352,"POLYGON ((104.0421296 30.6836829, 104.0419496 30.6838067, 104.0380762 30.6896648, 104.0386144 30.6932561, 104.039164 30.6939213, 104.0418555 30.695669, 104.0437232 30.6963005, 104.0480135 30.6956845, 104.0546156 30.6917067, 104.0539052 30.6902946, 104.0499263 30.6867608, 104.0426517 30.6837334, 104.0421296 30.6836829))"
1772,文家东巷18号院,金牛区,104.044322,30.688164,"POLYGON ((104.040458 30.6810404, 104.0403556 30.6811082, 104.0398634 30.6820244, 104.0360717 30.6918762, 104.0360068 30.6923245, 104.0409414 30.695016, 104.0441079 30.6953779, 104.0484623 30.6938935, 104.051385 30.6926091, 104.0522123 30.6922215, 104.0536666 30.6915033, 104.0499263 30.6867608, 104.0441972 30.6819482, 104.040458 30.6810404))"
1773,光荣北路8号,金牛区,104.043995,30.687935,"POLYGON ((104.040458 30.6810404, 104.0403556 30.6811082, 104.0398634 30.6820244, 104.0360717 30.6918762, 104.0360068 30.6923245, 104.0409414 30.695016, 104.0441079 30.6953779, 104.0484623 30.6938935, 104.051385 30.6926091, 104.0522123 30.6922215, 104.0536666 30.6915033, 104.0499263 30.6867608, 104.0441972 30.6819482, 104.040458 30.6810404))"
1774,光荣北路74号院,金牛区,104.045962,30.68922,"POLYGON ((104.0421296 30.6836829, 104.0419496 30.6838067, 104.0380762 30.6896648, 104.0386144 30.6932561, 104.039164 30.6939213, 104.0418555 30.695669, 104.0437232 30.6963005, 104.0480135 30.6956845, 104.0546156 30.6917067, 104.0539052 30.6902946, 104.0499263 30.6867608, 104.0426517 30.6837334, 104.0421296 30.6836829))"
1775,文家东巷12号,金牛区,104.044844,30.68867,"POLYGON ((104.043599 30.6827853, 104.041418 30.6829806, 104.0380762 30.6896648, 104.0370619 30.6921862, 104.0417228 30.6961262, 104.0474131 30.6966572, 104.0475705 30.6966649, 104.0546774 30.6929344, 104.0546156 30.6917067, 104.0544568 30.6906364, 104.0526292 30.6874998, 104.0505674 30.6844898, 104.043599 30.6827853))"
1776,王家巷16号院,金牛区,104.044676,30.680269,"POLYGON ((104.0456204 30.6750698, 104.0378903 30.6763502, 104.0366221 30.6794289, 104.0396444 30.68761, 104.0397433 30.6877493, 104.0428836 30.6871432, 104.0455858 30.6858952, 104.050158 30.6817441, 104.0526036 30.6781564, 104.0531385 30.6760996, 104.0494666 30.6753957, 104.0490545 30.6753591, 104.0456204 30.6750698))"
1777,泰丰御园,金牛区,104.043695,30.681038,"POLYGON ((104.0437367 30.6744341, 104.038099 30.6747124, 104.0379327 30.6748525, 104.0350591 30.6791003, 104.0353494 30.6800327, 104.0392057 30.6881387, 104.0429548 30.6874704, 104.0473077 30.6862984, 104.0514075 30.6770349, 104.0513315 30.6769423, 104.0437367 30.6744341))"
1778,曦城(一至二期),金牛区,104.051186,30.679538,"POLYGON ((104.049543 30.6717778, 104.0460467 30.6718137, 104.0438179 30.6725808, 104.0428087 30.6742689, 104.0419053 30.6769524, 104.0421296 30.6836829, 104.0422245 30.6842746, 104.0423337 30.6844491, 104.0428686 30.6847717, 104.0495136 30.6875234, 104.05889 30.6838589, 104.0589596 30.6837257, 104.059238 30.6808654, 104.0592587 30.677853, 104.0572054 30.6743239, 104.049543 30.6717778))"
1779,福苑(光荣北路),金牛区,104.044286,30.688471,"POLYGON ((104.040458 30.6810404, 104.0403556 30.6811082, 104.0398634 30.6820244, 104.0360717 30.6918762, 104.0360068 30.6923245, 104.0409414 30.695016, 104.0441079 30.6953779, 104.0484623 30.6938935, 104.051385 30.6926091, 104.0522123 30.6922215, 104.0536666 30.6915033, 104.0499263 30.6867608, 104.0441972 30.6819482, 104.040458 30.6810404))"
1780,王家巷21号院,金牛区,104.044555,30.680019,"POLYGON ((104.0456204 30.6750698, 104.0378903 30.6763502, 104.0366221 30.6794289, 104.0396444 30.68761, 104.0397433 30.6877493, 104.0428836 30.6871432, 104.0455858 30.6858952, 104.050158 30.6817441, 104.0526036 30.6781564, 104.0531385 30.6760996, 104.0494666 30.6753957, 104.0490545 30.6753591, 104.0456204 30.6750698))"
1781,八零派,金牛区,104.044381,30.688716,"POLYGON ((104.040458 30.6810404, 104.0403556 30.6811082, 104.0398634 30.6820244, 104.0360717 30.6918762, 104.0360068 30.6923245, 104.0409414 30.695016, 104.0441079 30.6953779, 104.0484623 30.6938935, 104.051385 30.6926091, 104.0522123 30.6922215, 104.0536666 30.6915033, 104.0499263 30.6867608, 104.0441972 30.6819482, 104.040458 30.6810404))"
1782,西体北路1号附1号院,金牛区,104.058258,30.684183,"POLYGON ((104.0577873 30.6757283, 104.0526036 30.6781564, 104.0500894 30.6793857, 104.050158 30.6817441, 104.0505674 30.6844898, 104.0536666 30.6915033, 104.0546156 30.6917067, 104.0568061 30.6918179, 104.0637536 30.690581, 104.0671528 30.6864138, 104.0674778 30.6832386, 104.0677483 30.6803749, 104.0578915 30.6757306, 104.0577873 30.6757283))"
1783,书香门第(西体北路),金牛区,104.059267,30.684627,"POLYGON ((104.0577873 30.6757283, 104.0526036 30.6781564, 104.0500894 30.6793857, 104.050158 30.6817441, 104.0505674 30.6844898, 104.0536666 30.6915033, 104.0546156 30.6917067, 104.0568061 30.6918179, 104.0637536 30.690581, 104.0671528 30.6864138, 104.0674778 30.6832386, 104.0677483 30.6803749, 104.0578915 30.6757306, 104.0577873 30.6757283))"
1784,劳动人民第二新村,金牛区,104.058281,30.683347,"POLYGON ((104.0579839 30.6765826, 104.0565146 30.6767703, 104.0488511 30.6784708, 104.0505674 30.6844898, 104.0522463 30.6874208, 104.057171 30.6894905, 104.0637206 30.6884092, 104.0671528 30.6864138, 104.0674778 30.6832386, 104.0677483 30.6803749, 104.0579839 30.6765826))"
1785,西体路8号院,金牛区,104.057342,30.683836,"POLYGON ((104.051341 30.6770711, 104.0488511 30.6784708, 104.0505674 30.6844898, 104.0519153 30.6872113, 104.057171 30.6894905, 104.0637206 30.6884092, 104.0672696 30.6828212, 104.0644655 30.6803248, 104.0592587 30.677853, 104.0570757 30.6775158, 104.051341 30.6770711))"
1786,西体路13号院,金牛区,104.057997,30.683049,"POLYGON ((104.0579839 30.6765826, 104.0565146 30.6767703, 104.0488511 30.6784708, 104.0505674 30.6844898, 104.0522463 30.6874208, 104.057171 30.6894905, 104.0637206 30.6884092, 104.0671528 30.6864138, 104.0674778 30.6832386, 104.0677483 30.6803749, 104.0579839 30.6765826))"
1787,西体北路1号附7号院,金牛区,104.057163,30.685334,"POLYGON ((104.0583524 30.679102, 104.0548629 30.6802984, 104.0533012 30.6812997, 104.0476903 30.686388, 104.0476415 30.6864675, 104.051385 30.6926091, 104.0547854 30.6954197, 104.0581263 30.6939113, 104.0605724 30.6927439, 104.0637536 30.690581, 104.0652768 30.6815456, 104.0583524 30.679102))"
1788,殷家沟1号院,金牛区,104.05959,30.683199,"POLYGON ((104.0577626 30.6745732, 104.0553665 30.6750607, 104.0552758 30.675103, 104.0510505 30.6825576, 104.0526292 30.6874998, 104.057171 30.6894905, 104.0636555 30.6916226, 104.0637543 30.6916545, 104.0671444 30.6884424, 104.0696576 30.682107, 104.0692266 30.6798275, 104.0577626 30.6745732))"
1789,山羊座,金牛区,104.05938,30.686093,"POLYGON ((104.0580199 30.6780109, 104.0577778 30.6781481, 104.0576199 30.6782376, 104.0539403 30.6817044, 104.0519153 30.6872113, 104.0546156 30.6917067, 104.0568061 30.6918179, 104.0637543 30.6916545, 104.0671444 30.6884424, 104.0696576 30.682107, 104.0694685 30.6819175, 104.0580199 30.6780109))"
1790,五丁苑,金牛区,104.059644,30.686092,"POLYGON ((104.0580199 30.6780109, 104.0577778 30.6781481, 104.0576199 30.6782376, 104.0539403 30.6817044, 104.0519153 30.6872113, 104.0546156 30.6917067, 104.0568061 30.6918179, 104.0637543 30.6916545, 104.0671444 30.6884424, 104.0696576 30.682107, 104.0694685 30.6819175, 104.0580199 30.6780109))"
1791,金牛座,金牛区,104.059776,30.686083,"POLYGON ((104.0580199 30.6780109, 104.0577778 30.6781481, 104.0576199 30.6782376, 104.0539403 30.6817044, 104.0519153 30.6872113, 104.0546156 30.6917067, 104.0568061 30.6918179, 104.0637543 30.6916545, 104.0671444 30.6884424, 104.0696576 30.682107, 104.0694685 30.6819175, 104.0580199 30.6780109))"
1792,雅苑(北较场西路),青羊区,104.059715,30.682661,"POLYGON ((104.0579839 30.6765826, 104.0533012 30.6812997, 104.0565249 30.6883859, 104.0573143 30.6885484, 104.0576347 30.688558, 104.0637206 30.6884092, 104.0671528 30.6864138, 104.0692266 30.6798275, 104.0661398 30.6787116, 104.0579839 30.6765826))"
1793,西体北路1号附40号,金牛区,104.057061,30.685971,"POLYGON ((104.0583524 30.679102, 104.0548629 30.6802984, 104.0533012 30.6812997, 104.0476903 30.686388, 104.0476415 30.6864675, 104.051385 30.6926091, 104.0547854 30.6954197, 104.0581263 30.6939113, 104.0605724 30.6927439, 104.0637536 30.690581, 104.0652768 30.6815456, 104.0583524 30.679102))"
1794,新二村小区,金牛区,104.057252,30.682606,"POLYGON ((104.051341 30.6770711, 104.0488511 30.6784708, 104.0505674 30.6844898, 104.0519153 30.6872113, 104.057171 30.6894905, 104.0637206 30.6884092, 104.0672696 30.6828212, 104.0644655 30.6803248, 104.0592587 30.677853, 104.0570757 30.6775158, 104.051341 30.6770711))"
1795,白马寺后巷18、20号院,金牛区,104.060663,30.685678,"POLYGON ((104.0580199 30.6780109, 104.0577778 30.6781481, 104.0576199 30.6782376, 104.0539403 30.6817044, 104.0519153 30.6872113, 104.0546156 30.6917067, 104.0568061 30.6918179, 104.0637543 30.6916545, 104.0671444 30.6884424, 104.0696576 30.682107, 104.0694685 30.6819175, 104.0580199 30.6780109))"
1796,白马后巷8号院,金牛区,104.061004,30.68602,"POLYGON ((104.0580199 30.6780109, 104.0577778 30.6781481, 104.0576199 30.6782376, 104.0539403 30.6817044, 104.0519153 30.6872113, 104.0546156 30.6917067, 104.0568061 30.6918179, 104.0637543 30.6916545, 104.0671444 30.6884424, 104.0696576 30.682107, 104.0694685 30.6819175, 104.0580199 30.6780109))"
1797,西体路7号10幢院,金牛区,104.056082,30.682525,"POLYGON ((104.0583001 30.6764301, 104.0513315 30.6769423, 104.0512699 30.6769777, 104.0502505 30.6775658, 104.0488511 30.6784708, 104.0476587 30.6807438, 104.0497764 30.6869568, 104.057171 30.6894905, 104.0637206 30.6884092, 104.0652768 30.6815456, 104.0650022 30.6812127, 104.0598989 30.6773195, 104.0583001 30.6764301))"
1798,西北桥边街1号附12号院,金牛区,104.058643,30.687428,"POLYGON ((104.0590359 30.6806207, 104.0498383 30.6867412, 104.0496635 30.6869338, 104.0495136 30.6875234, 104.052155 30.6926868, 104.053251 30.6936892, 104.0581263 30.6939113, 104.0637543 30.6916545, 104.0660655 30.6905761, 104.0671444 30.6884424, 104.0672696 30.6828212, 104.0590359 30.6806207))"
1799,柳苑,金牛区,104.057773,30.681246,"POLYGON ((104.0501754 30.6751465, 104.0501281 30.6751704, 104.0488511 30.6784708, 104.0505674 30.6844898, 104.0519153 30.6872113, 104.0565249 30.6883859, 104.0573143 30.6885484, 104.0576347 30.688558, 104.0636549 30.6868332, 104.0652207 30.6815742, 104.0612712 30.67691, 104.0578915 30.6757306, 104.0501754 30.6751465))"
1800,西体北路1号院,金牛区,104.056792,30.687286,"POLYGON ((104.0590359 30.6806207, 104.0552297 30.6808131, 104.0533012 30.6812997, 104.0473077 30.6862984, 104.0485343 30.6889914, 104.0510528 30.6934925, 104.0527664 30.6949663, 104.0574798 30.6963498, 104.0636555 30.6916226, 104.0671444 30.6884424, 104.0671448 30.6882834, 104.0634359 30.682967, 104.0590359 30.6806207))"
1801,西体北路8号院,金牛区,104.057267,30.687498,"POLYGON ((104.0590359 30.6806207, 104.0552297 30.6808131, 104.0533012 30.6812997, 104.0473077 30.6862984, 104.0485343 30.6889914, 104.0510528 30.6934925, 104.0527664 30.6949663, 104.0574798 30.6963498, 104.0636555 30.6916226, 104.0671444 30.6884424, 104.0671448 30.6882834, 104.0634359 30.682967, 104.0590359 30.6806207))"
1802,西体路5号19幢院,金牛区,104.055566,30.682214,"POLYGON ((104.0577873 30.6757283, 104.0531385 30.6760996, 104.048638 30.6766044, 104.0467942 30.6770053, 104.0468973 30.6799213, 104.0495136 30.6875234, 104.0573143 30.6885484, 104.0576347 30.688558, 104.0636549 30.6868332, 104.0652768 30.6815456, 104.0612712 30.67691, 104.0578915 30.6757306, 104.0577873 30.6757283))"
1803,北较场西路18号院,青羊区,104.059684,30.681145,"POLYGON ((104.057819 30.671718, 104.0541327 30.6725833, 104.0527241 30.6754762, 104.0526036 30.6781564, 104.0533012 30.6812997, 104.0565249 30.6883859, 104.0567814 30.6884073, 104.0637206 30.6884092, 104.0652768 30.6815456, 104.064822 30.675246, 104.0591887 30.672287, 104.057819 30.671718))"
1804,白马寺小区,金牛区,104.062041,30.68597,"POLYGON ((104.0592587 30.677853, 104.0580199 30.6780109, 104.0577778 30.6781481, 104.0576199 30.6782376, 104.0551197 30.6799538, 104.0533012 30.6812997, 104.0546624 30.6878697, 104.057171 30.6894905, 104.0605627 30.6908656, 104.0637543 30.6916545, 104.0671456 30.6905737, 104.0701461 30.6847318, 104.0694913 30.6810575, 104.0691477 30.6804605, 104.0592587 30.677853))"
1805,通锦苑(西体北路),金牛区,104.056165,30.687156,"POLYGON ((104.0590359 30.6806207, 104.0552297 30.6808131, 104.0533012 30.6812997, 104.0473077 30.6862984, 104.0485343 30.6889914, 104.0510528 30.6934925, 104.0527664 30.6949663, 104.0574798 30.6963498, 104.0636555 30.6916226, 104.0671444 30.6884424, 104.0671448 30.6882834, 104.0634359 30.682967, 104.0590359 30.6806207))"
